#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
代理		<span class="tone4">dài</span> <span class="tone3">lǐ</span>	<ol><li>to act on behalf of sb in a responsible position</li><li>to act as an agent or proxy</li><li>surrogate</li><li>(computing) proxy</li></ol>			
带有	帶有	<span class="tone4">dài</span> <span class="tone3">yǒu</span>	<ol><li>to have as a feature or characteristic; to have an element of (confidence, sweetness, malevolence etc); to carry (a pathogen, connotation etc)</li></ol>			
贷款	貸款	<span class="tone4">dài</span> <span class="tone3">kuǎn</span>	<ol><li>a loan</li><li>to provide a loan (e.g. bank)</li><li>to raise a loan (from e.g. a bank)</li></ol>	笔|筆(<span class="tone3">bǐ</span>)		
单一	單一	<span class="tone1">dān</span> <span class="tone1">yī</span>	<ol><li>single</li><li>only</li><li>sole</li></ol>			
胆	膽	<span class="tone3">dǎn</span>	<ol><li>gall bladder</li><li>courage</li><li>guts</li><li>gall</li><li>inner container (e.g. bladder of a football, inner container of a thermos)</li></ol>			
胆小	膽小	<span class="tone3">dǎn</span> <span class="tone3">xiǎo</span>	<ol><li>cowardice</li><li>timid</li></ol>			
蛋糕		<span class="tone4">dàn</span> <span class="tone1">gāo</span>	<ol><li>cake</li></ol>	块|塊(<span class="tone4">kuài</span>), 个|個(<span class="tone4">gè</span>)		
当场	當場	<span class="tone1">dāng</span> <span class="tone3">chǎng</span>	<ol><li>at the scene; on the spot</li></ol>			
当代	當代	<span class="tone1">dāng</span> <span class="tone4">dài</span>	<ol><li>the present age</li><li>the contemporary era</li></ol>			
当年	當年	<span class="tone1">dāng</span> <span class="tone2">nián</span>	<ol><li>in those days</li><li>then</li><li>in those years</li><li>during that time</li></ol>			
当年	當年	<span class="tone4">dàng</span> <span class="tone2">nián</span>	<ol><li>that very same year</li></ol>			
当前	當前	<span class="tone1">dāng</span> <span class="tone2">qián</span>	<ol><li>the present time</li><li>to be faced with</li></ol>			
当选	當選	<span class="tone1">dāng</span> <span class="tone3">xuǎn</span>	<ol><li>to be elected</li><li>to be selected</li></ol>			
挡	擋	<span class="tone3">dǎng</span>	<ol><li>to resist</li><li>to obstruct</li><li>to hinder</li><li>to keep off</li><li>to block (a blow)</li><li>to get in the way of</li><li>cover</li><li>gear (e.g. in a car's transmission)</li></ol>			
挡	擋	<span class="tone4">dàng</span>	<ol><li>to arrange</li><li>to put in order</li></ol>			<span class="nobr">当</span>
到来	到來	<span class="tone4">dào</span> <span class="tone2">lái</span>	<ol><li>to arrive</li><li>arrival; advent</li></ol>			
倒是		<span class="tone4">dào</span> <span class="tone5">shi</span>	<ol><li>contrary to what one might expect</li><li>actually</li><li>contrariwise</li><li>why don't you</li></ol>			
道德		<span class="tone4">dào</span> <span class="tone2">dé</span>	<ol><li>virtue</li><li>morality</li><li>ethics</li></ol>	种|種(<span class="tone3">zhǒng</span>)		
得了		<span class="tone2">dé</span> <span class="tone5">le</span>	<ol><li>all right!</li><li>that's enough!</li></ol>			
得了		<span class="tone2">dé</span> <span class="tone3">liǎo</span>	<ol><li>(emphatically, in rhetorical questions) possible</li></ol>			
得以		<span class="tone2">dé</span> <span class="tone3">yǐ</span>	<ol><li>able to</li><li>so that sb can</li><li>enabling</li><li>in order to</li><li>finally in a position to</li><li>with sth in view</li></ol>			
等候		<span class="tone3">děng</span> <span class="tone4">hòu</span>	<ol><li>to wait</li><li>to wait for</li></ol>			
等级	等級	<span class="tone3">děng</span> <span class="tone2">jí</span>	<ol><li>grade</li><li>rank</li><li>status</li></ol>			
低于	低於	<span class="tone1">dī</span> <span class="tone2">yú</span>	<ol><li>to be lower than</li></ol>			
地带	地帶	<span class="tone4">dì</span> <span class="tone4">dài</span>	<ol><li>zone</li></ol>	个|個(<span class="tone4">gè</span>)		
地形		<span class="tone4">dì</span> <span class="tone2">xíng</span>	<ol><li>topography</li><li>terrain</li><li>landform</li></ol>			
地震		<span class="tone4">dì</span> <span class="tone4">zhèn</span>	<ol><li>earthquake</li></ol>			
递	遞	<span class="tone4">dì</span>	<ol><li>to hand over; to pass on; to deliver</li><li>(bound form) progressively; in the proper order</li></ol>			<span class="nobr">地</span> <span class="nobr">弟</span> <span class="nobr">的</span> <span class="nobr">第</span>
递给	遞給	<span class="tone4">dì</span> <span class="tone3">gěi</span>	<ol><li>to hand it (i.e. the aforementioned item) to (sb)</li></ol>			
典礼	典禮	<span class="tone3">diǎn</span> <span class="tone3">lǐ</span>	<ol><li>ceremony; celebration</li></ol>			
点燃	點燃	<span class="tone3">diǎn</span> <span class="tone2">rán</span>	<ol><li>to ignite</li><li>to set on fire</li><li>aflame</li></ol>			
电池	電池	<span class="tone4">diàn</span> <span class="tone2">chí</span>	<ol><li>battery</li></ol>	节|節(<span class="tone2">jié</span>), 组|組(<span class="tone3">zǔ</span>)		
电饭锅	電飯鍋	<span class="tone4">diàn</span> <span class="tone4">fàn</span> <span class="tone1">guō</span>	<ol><li>electric rice cooker</li></ol>			
电子版	電子版	<span class="tone4">diàn</span> <span class="tone3">zǐ</span> <span class="tone3">bǎn</span>	<ol><li>electronic edition</li><li>digital version</li></ol>			
调动	調動	<span class="tone4">diào</span> <span class="tone4">dòng</span>	<ol><li>to transfer</li><li>to maneuver (troops etc)</li><li>movement of personnel</li><li>to mobilize</li><li>to bring into play</li></ol>			
丢	丟	<span class="tone1">diū</span>	<ol><li>to lose</li><li>to put aside</li><li>to throw</li></ol>			
动机	動機	<span class="tone4">dòng</span> <span class="tone1">jī</span>	<ol><li>motive; motivation</li></ol>			
动手	動手	<span class="tone4">dòng</span> <span class="tone3">shǒu</span>	<ol><li>to set about (a task)</li><li>to hit</li><li>to punch</li><li>to touch</li></ol>			
动态	動態	<span class="tone4">dòng</span> <span class="tone4">tài</span>	<ol><li>movement</li><li>motion</li><li>development</li><li>trend</li><li>dynamic (science)</li></ol>			
动员	動員	<span class="tone4">dòng</span> <span class="tone2">yuán</span>	<ol><li>to mobilize</li><li>mobilization</li></ol>	次(<span class="tone4">cì</span>)		
冻	凍	<span class="tone4">dòng</span>	<ol><li>to freeze</li><li>to feel very cold</li><li>aspic or jelly</li></ol>			<span class="nobr">动</span>
洞		<span class="tone4">dòng</span>	<ol><li>cave</li><li>hole</li><li>zero (unambiguous spoken form when spelling out numbers)</li></ol>	个|個(<span class="tone4">gè</span>)		<span class="nobr">冻</span> <span class="nobr">动</span>
豆制品	豆製品	<span class="tone4">dòu</span> <span class="tone4">zhì</span> <span class="tone3">pǐn</span>	<ol><li>legume-based product</li><li>soybean product</li></ol>			
毒		<span class="tone2">dú</span>	<ol><li>poison</li><li>to poison</li><li>poisonous</li><li>malicious</li><li>cruel</li><li>fierce</li><li>narcotics</li></ol>			<span class="nobr">读</span>
堆		<span class="tone1">duī</span>	<ol><li>to pile up</li><li>to heap up</li><li>a mass</li><li>pile</li><li>heap</li><li>stack</li><li>large amount</li></ol>			<span class="nobr">追</span>
对立	對立	<span class="tone4">duì</span> <span class="tone4">lì</span>	<ol><li>to oppose</li><li>to set sth against</li><li>to be antagonistic to</li><li>antithetical</li><li>relative opposite</li><li>opposing</li><li>diametrical</li></ol>			
对应	對應	<span class="tone4">duì</span> <span class="tone4">yìng</span>	<ol><li>to correspond (to); to be equivalent to; to be a counterpart to</li></ol>			
吨	噸	<span class="tone1">dūn</span>	<ol><li>ton (loanword)</li></ol>		<span class="tone4">dùn</span>	
朵		<span class="tone3">duǒ</span>	<ol><li>flower</li><li>earlobe</li><li>fig. item on both sides</li><li>classifier for flowers, clouds etc</li></ol>			
躲		<span class="tone3">duǒ</span>	<ol><li>to hide</li><li>to dodge</li><li>to avoid</li></ol>			<span class="nobr">朵</span>
儿女	兒女	<span class="tone2">ér</span> <span class="tone3">nǚ</span>	<ol><li>children; sons and daughters</li><li>a young man and a young woman (in love)</li></ol>			
耳朵		<span class="tone3">ěr</span> <span class="tone5">duo</span>	<ol><li>ear</li><li>handle (on a cup)</li></ol>	只|隻(<span class="tone1">zhī</span>), 个|個(<span class="tone4">gè</span>), 对|對(<span class="tone4">duì</span>)		
二维码	二維碼	<span class="tone4">èrwéimǎ</span>	<ol><li>2D barcode; matrix code</li><li>(esp.) QR code</li></ol>			
发布	發佈	<span class="tone1">fā</span> <span class="tone4">bù</span>	<ol><li>to release</li><li>to issue</li><li>to announce</li><li>to distribute</li><li>also written 發布｜发布</li></ol>			
发布	發布	<span class="tone1">fā</span> <span class="tone4">bù</span>	<ol><li>to release</li><li>to issue</li><li>to announce</li><li>to distribute</li></ol>			
发觉	發覺	<span class="tone1">fā</span> <span class="tone2">jué</span>	<ol><li>to become aware</li><li>to detect</li><li>to realize</li><li>to perceive</li></ol>			
发射	發射	<span class="tone1">fā</span> <span class="tone4">shè</span>	<ol><li>to shoot (a projectile)</li><li>to fire (a rocket)</li><li>to launch</li><li>to emit (a particle)</li><li>to discharge</li><li>emanation</li><li>emission</li></ol>			
发行	發行	<span class="tone1">fā</span> <span class="tone2">xíng</span>	<ol><li>to publish; to issue; to release; to distribute</li></ol>			
罚	罰	<span class="tone2">fá</span>	<ol><li>to punish; to penalize; to fine</li></ol>			
罚款	罰款	<span class="tone2">fá</span> <span class="tone3">kuǎn</span>	<ol><li>to fine</li><li>penalty</li><li>fine (monetary)</li></ol>			
法规	法規	<span class="tone3">fǎ</span> <span class="tone1">guī</span>	<ol><li>legislation</li><li>statute</li></ol>			
法制		<span class="tone3">fǎ</span> <span class="tone4">zhì</span>	<ol><li>legal system and institutions</li></ol>			
法制	法製	<span class="tone3">Fǎ</span> <span class="tone4">zhì</span>	<ol><li>made in France</li></ol>			
繁荣	繁榮	<span class="tone2">fán</span> <span class="tone2">róng</span>	<ol><li>prosperous; booming (economy)</li></ol>			
返回		<span class="tone3">fǎn</span> <span class="tone2">huí</span>	<ol><li>to return to</li><li>to come (or go) back</li></ol>			
防治		<span class="tone2">fáng</span> <span class="tone4">zhì</span>	<ol><li>to prevent and cure</li><li>prevention and cure</li></ol>			
放大		<span class="tone4">fàng</span> <span class="tone4">dà</span>	<ol><li>to enlarge</li><li>to magnify</li></ol>			
放弃	放棄	<span class="tone4">fàng</span> <span class="tone4">qì</span>	<ol><li>to renounce; to abandon; to give up</li></ol>			
分成		<span class="tone1">fēn</span> <span class="tone2">chéng</span>	<ol><li>to divide (into)</li><li>to split a bonus</li><li>to break into</li><li>tenths</li><li>percentage allotment</li></ol>			
分解		<span class="tone1">fēn</span> <span class="tone3">jiě</span>	<ol><li>to resolve</li><li>to decompose</li><li>to break down</li></ol>			
分类	分類	<span class="tone1">fēn</span> <span class="tone4">lèi</span>	<ol><li>to classify</li></ol>			
分离	分離	<span class="tone1">fēn</span> <span class="tone2">lí</span>	<ol><li>to separate</li></ol>			
分析		<span class="tone1">fēn</span> <span class="tone1">xī</span>	<ol><li>to analyze</li><li>analysis</li></ol>	个|個(<span class="tone4">gè</span>)		
分享		<span class="tone1">fēn</span> <span class="tone3">xiǎng</span>	<ol><li>to share (let others have some of sth good)</li></ol>			
丰收	豐收	<span class="tone1">fēng</span> <span class="tone1">shōu</span>	<ol><li>bumper harvest</li></ol>			
风度	風度	<span class="tone1">fēng</span> <span class="tone4">dù</span>	<ol><li>elegance (for men)</li><li>elegant demeanor</li><li>grace</li><li>poise</li></ol>			
风光	風光	<span class="tone1">fēng</span> <span class="tone1">guāng</span>	<ol><li>scene</li><li>view</li><li>sight</li><li>landscape</li><li>to be well-regarded</li><li>to be well-off</li><li>grand (dialect)</li><li>impressive (dialect)</li></ol>			
疯	瘋	<span class="tone1">fēng</span>	<ol><li>insane</li><li>mad</li><li>wild</li></ol>			<span class="nobr">封</span> <span class="nobr">风</span>
疯狂	瘋狂	<span class="tone1">fēng</span> <span class="tone2">kuáng</span>	<ol><li>crazy; frenzied; wild</li></ol>			
扶		<span class="tone2">fú</span>	<ol><li>to support with the hand</li><li>to help sb up</li><li>to support oneself by holding onto something</li><li>to help</li></ol>			<span class="nobr">福</span>
服从	服從	<span class="tone2">fú</span> <span class="tone2">cóng</span>	<ol><li>to obey (an order)</li><li>to comply</li><li>to defer</li></ol>			
幅		<span class="tone2">fú</span>	<ol><li>width</li><li>roll</li><li>classifier for textiles or pictures</li></ol>			<span class="nobr">扶</span> <span class="nobr">福</span>
幅度		<span class="tone2">fú</span> <span class="tone4">dù</span>	<ol><li>width</li><li>extent</li><li>range</li><li>scope</li></ol>			
福利		<span class="tone2">fú</span> <span class="tone4">lì</span>	<ol><li>material benefit</li><li>benefit in kind</li><li>(social) welfare</li></ol>			
辅助	輔助	<span class="tone3">fǔ</span> <span class="tone4">zhù</span>	<ol><li>to assist; to aid</li><li>supplementary; auxiliary</li></ol>			
负责人	負責人	<span class="tone4">fù</span> <span class="tone2">zé</span> <span class="tone2">rén</span>	<ol><li>person in charge</li></ol>			
附件		<span class="tone4">fù</span> <span class="tone4">jiàn</span>	<ol><li>appendix (in a document)</li><li>enclosure (accompanying a document)</li><li>(email) attachment</li><li>accessory (for a car, computer etc)</li><li>(anatomy) adnexa</li></ol>			
改革		<span class="tone3">gǎi</span> <span class="tone2">gé</span>	<ol><li>reform</li><li>to reform</li></ol>	次(<span class="tone4">cì</span>), 种|種(<span class="tone3">zhǒng</span>), 项|項(<span class="tone4">xiàng</span>)		
干脆	乾脆	<span class="tone1">gān</span> <span class="tone4">cuì</span>	<ol><li>candid</li><li>direct and to the point</li><li>simply</li><li>just</li><li>might as well</li></ol>			
干扰	干擾	<span class="tone1">gān</span> <span class="tone3">rǎo</span>	<ol><li>to disturb</li><li>to interfere</li><li>perturbation</li><li>interference (physics)</li></ol>			
干预	干預	<span class="tone1">gān</span> <span class="tone4">yù</span>	<ol><li>to meddle</li><li>to intervene</li><li>intervention</li></ol>			
感想		<span class="tone3">gǎn</span> <span class="tone3">xiǎng</span>	<ol><li>impressions</li><li>reflections</li><li>thoughts</li></ol>	通(<span class="tone4">tòng</span>), 个|個(<span class="tone4">gè</span>)		
钢笔	鋼筆	<span class="tone1">gāng</span> <span class="tone3">bǐ</span>	<ol><li>fountain pen</li></ol>	支(<span class="tone1">zhī</span>)		
钢琴	鋼琴	<span class="tone1">gāng</span> <span class="tone2">qín</span>	<ol><li>piano</li></ol>	架(<span class="tone4">jià</span>), 台|臺(<span class="tone2">tái</span>)		
高大		<span class="tone1">gāo</span> <span class="tone4">dà</span>	<ol><li>tall; lofty; towering</li></ol>			
高度		<span class="tone1">gāo</span> <span class="tone4">dù</span>	<ol><li>height</li><li>altitude</li><li>elevation</li><li>high degree</li><li>highly</li></ol>	个|個(<span class="tone4">gè</span>)		
高跟鞋		<span class="tone1">gāo</span> <span class="tone1">gēn</span> <span class="tone2">xié</span>	<ol><li>high-heeled shoes</li></ol>			
高温	高溫	<span class="tone1">gāo</span> <span class="tone1">wēn</span>	<ol><li>high temperature</li></ol>			
高于	高於	<span class="tone1">gāo</span> <span class="tone2">yú</span>	<ol><li>greater than</li><li>to exceed</li></ol>			
高原		<span class="tone1">gāo</span> <span class="tone2">yuán</span>	<ol><li>plateau</li></ol>	片(<span class="tone4">piàn</span>)		
搞		<span class="tone3">gǎo</span>	<ol><li>to do</li><li>to make</li><li>to go in for</li><li>to set up</li><li>to get hold of</li><li>to take care of</li></ol>			
搞好		<span class="tone3">gǎo</span> <span class="tone3">hǎo</span>	<ol><li>to do well at</li><li>to do a good job</li></ol>			
歌曲		<span class="tone1">gē</span> <span class="tone3">qǔ</span>	<ol><li>song</li></ol>			
隔壁		<span class="tone2">gé</span> <span class="tone4">bì</span>	<ol><li>next door</li><li>neighbor</li></ol>			
个儿	個兒	<span class="tone4">gèr</span>	<ol><li>size</li><li>height</li><li>stature</li></ol>			
跟前		<span class="tone1">gēn</span> <span class="tone2">qián</span>	<ol><li>the front (of)</li><li>(in) front</li><li>(in) sb's presence</li><li>just before (a date)</li></ol>			
跟前		<span class="tone1">gēn</span> <span class="tone5">qian</span>	<ol><li>(of children, parents etc) at one's side; living with one</li></ol>			
跟随	跟隨	<span class="tone1">gēn</span> <span class="tone2">suí</span>	<ol><li>to follow</li></ol>			
更换	更換	<span class="tone1">gēng</span> <span class="tone4">huàn</span>	<ol><li>to replace (a worn-out tire etc)</li><li>to change (one's address etc)</li></ol>			
更新		<span class="tone1">gēng</span> <span class="tone1">xīn</span>	<ol><li>to replace the old with new</li><li>to renew</li><li>to renovate</li><li>to upgrade</li><li>to update</li><li>to regenerate</li></ol>			
工艺	工藝	<span class="tone1">gōng</span> <span class="tone4">yì</span>	<ol><li>arts and crafts</li><li>industrial arts</li></ol>			
工作日		<span class="tone1">gōng</span> <span class="tone4">zuò</span> <span class="tone4">rì</span>	<ol><li>workday</li><li>working day</li><li>weekday</li></ol>			
公告		<span class="tone1">gōng</span> <span class="tone4">gào</span>	<ol><li>post</li><li>announcement</li></ol>			
公认	公認	<span class="tone1">gōng</span> <span class="tone4">rèn</span>	<ol><li>publicly known (to be)</li><li>accepted (as)</li></ol>			
公式		<span class="tone1">gōng</span> <span class="tone4">shì</span>	<ol><li>formula</li></ol>			
公正		<span class="tone1">gōng</span> <span class="tone4">zhèng</span>	<ol><li>just; fair; equitable</li></ol>			
共计	共計	<span class="tone4">gòng</span> <span class="tone4">jì</span>	<ol><li>to sum up to</li><li>to total</li></ol>			
共享		<span class="tone4">gòng</span> <span class="tone3">xiǎng</span>	<ol><li>to share</li><li>to enjoy together</li></ol>			
沟	溝	<span class="tone1">gōu</span>	<ol><li>ditch</li><li>gutter</li><li>groove</li><li>gully</li><li>ravine</li></ol>	道(<span class="tone4">dào</span>)		
沟通	溝通	<span class="tone1">gōu</span> <span class="tone1">tōng</span>	<ol><li>to join; to connect; to link up</li><li>to communicate</li></ol>			
估计	估計	<span class="tone1">gū</span> <span class="tone4">jì</span>	<ol><li>to estimate; to assess; to calculate</li><li>(coll.) to reckon; to think (that ...)</li></ol>			
古老		<span class="tone3">gǔ</span> <span class="tone3">lǎo</span>	<ol><li>ancient</li><li>old</li><li>age-old</li></ol>			
鼓		<span class="tone3">gǔ</span>	<ol><li>drum</li><li>to drum</li><li>to strike</li><li>to rouse</li><li>to bulge</li><li>to swell</li></ol>	通(<span class="tone4">tòng</span>), 面(<span class="tone4">miàn</span>)		<span class="nobr">古</span>
鼓	皷	<span class="tone3">gǔ</span>	<ol><li>old variant of 鼓</li></ol>			<span class="nobr">古</span>
鼓励	鼓勵	<span class="tone3">gǔ</span> <span class="tone4">lì</span>	<ol><li>to encourage</li></ol>			
鼓掌		<span class="tone3">gǔ</span> <span class="tone3">zhǎng</span>	<ol><li>to applaud</li><li>to clap</li></ol>			
顾问	顧問	<span class="tone4">gù</span> <span class="tone4">wèn</span>	<ol><li>adviser</li><li>consultant</li></ol>			
关怀	關懷	<span class="tone1">guān</span> <span class="tone2">huái</span>	<ol><li>care</li><li>solicitude</li><li>to show care for</li><li>concerned about</li><li>attentive to</li></ol>			
关键	關鍵	<span class="tone1">guān</span> <span class="tone4">jiàn</span>	<ol><li>crucial point</li><li>crux</li><li>key</li><li>crucial</li><li>pivotal</li></ol>	个|個(<span class="tone4">gè</span>)		
冠军	冠軍	<span class="tone4">guàn</span> <span class="tone1">jūn</span>	<ol><li>champion</li></ol>	个|個(<span class="tone4">gè</span>)		
光荣	光榮	<span class="tone1">guāng</span> <span class="tone2">róng</span>	<ol><li>honor and glory</li><li>glorious</li></ol>			
光线	光線	<span class="tone1">guāng</span> <span class="tone4">xiàn</span>	<ol><li>light ray</li><li>light</li><li>illumination</li><li>lighting (for a photograph)</li></ol>	条|條(<span class="tone2">tiáo</span>), 道(<span class="tone4">dào</span>)		
广	廣	<span class="tone3">guǎng</span>	<ol><li>wide</li><li>numerous</li><li>to spread</li></ol>			
广		<span class="tone3">yǎn</span>	<ol><li>"house on a cliff" radical in Chinese characters (Kangxi radical 53), occurring in 店, 序, 底 etc</li></ol>			<span class="nobr">演</span> <span class="nobr">眼</span>
广	廣	<span class="tone3">Guǎng</span>	<ol><li>surname Guang</li></ol>			
广泛	廣泛	<span class="tone3">guǎng</span> <span class="tone4">fàn</span>	<ol><li>wide; broad; extensive; widespread</li></ol>			
规划	規劃	<span class="tone1">guī</span> <span class="tone4">huà</span>	<ol><li>to draw up a plan; to map out a program</li><li>a plan; a program</li></ol>			
鬼		<span class="tone3">guǐ</span>	<ol><li>disembodied spirit; ghost; devil</li><li>(suffix) person with a certain vice or addiction etc</li><li>sly; crafty; resourceful (variant of 詭｜诡)</li><li>one of the 28 constellations of ancient Chinese astronomy</li></ol>			
柜子	櫃子	<span class="tone4">guì</span> <span class="tone5">zi</span>	<ol><li>cupboard</li><li>cabinet</li></ol>			
滚	滾	<span class="tone3">gǔn</span>	<ol><li>to boil</li><li>to roll</li><li>to take a hike</li><li>Get lost!</li></ol>			
锅	鍋	<span class="tone1">guō</span>	<ol><li>pot; pan; wok; cauldron</li><li>pot-shaped thing</li></ol>	口(<span class="tone3">kǒu</span>), 只|隻(<span class="tone1">zhī</span>)		
国籍	國籍	<span class="tone2">guó</span> <span class="tone2">jí</span>	<ol><li>nationality</li></ol>			
国民	國民	<span class="tone2">guó</span> <span class="tone2">mín</span>	<ol><li>nationals</li><li>citizens</li><li>people of a nation</li></ol>			
过度	過度	<span class="tone4">guò</span> <span class="tone4">dù</span>	<ol><li>excessive</li><li>over-</li><li>excess</li><li>going too far</li><li>extravagant</li><li>intemperate</li><li>overdue</li></ol>			
过敏	過敏	<span class="tone4">guò</span> <span class="tone3">mǐn</span>	<ol><li>oversensitive</li><li>allergic</li><li>allergy</li></ol>			
过于	過於	<span class="tone4">guò</span> <span class="tone2">yú</span>	<ol><li>excessively; too</li></ol>			
害		<span class="tone4">hài</span>	<ol><li>to do harm to</li><li>to cause trouble to</li><li>harm</li><li>evil</li><li>calamity</li></ol>			
汗		<span class="tone4">hàn</span>	<ol><li>perspiration</li><li>sweat</li><li>to be speechless (out of helplessness, embarrassment etc) (Internet slang used as an interjection)</li></ol>	滴(<span class="tone1">dī</span>), 头|頭(<span class="tone2">tóu</span>), 身(<span class="tone1">shēn</span>)		
汗		<span class="tone2">hán</span>	<ol><li>see 可汗, 汗國｜汗国</li></ol>			<span class="nobr">含</span>
好运	好運	<span class="tone3">hǎo</span> <span class="tone4">yùn</span>	<ol><li>good luck</li></ol>			
号召	號召	<span class="tone4">hào</span> <span class="tone4">zhào</span>	<ol><li>to call</li><li>to appeal</li></ol>			
合并	合併	<span class="tone2">hé</span> <span class="tone4">bìng</span>	<ol><li>to merge</li><li>to annex</li></ol>			
合成		<span class="tone2">hé</span> <span class="tone2">chéng</span>	<ol><li>to compose</li><li>to constitute</li><li>compound</li><li>synthesis</li><li>mixture</li><li>synthetic</li></ol>			
盒		<span class="tone2">hé</span>	<ol><li>small box</li><li>case</li></ol>			<span class="nobr">合</span> <span class="nobr">和</span> <span class="nobr">河</span>
盒饭	盒飯	<span class="tone2">hé</span> <span class="tone4">fàn</span>	<ol><li>meal in a partitioned box</li></ol>			
盒子		<span class="tone2">hé</span> <span class="tone5">zi</span>	<ol><li>box</li><li>case</li></ol>			
贺卡	賀卡	<span class="tone4">hè</span> <span class="tone3">kǎ</span>	<ol><li>greeting card</li><li>congratulation card</li></ol>			
恨		<span class="tone4">hèn</span>	<ol><li>to hate</li><li>to regret</li></ol>			
猴		<span class="tone2">hóu</span>	<ol><li>monkey</li></ol>	只|隻(<span class="tone1">zhī</span>)		
后悔	後悔	<span class="tone4">hòu</span> <span class="tone3">huǐ</span>	<ol><li>to regret; to feel remorse</li></ol>			
胡同儿	胡同兒	<span class="tone2">hú</span> <span class="tone4">tòngr</span>	<ol><li>erhua variant of Invalid reference:胡同｜胡同｜[hu2 tong4]</li></ol>			
胡子	鬍子	<span class="tone2">hú</span> <span class="tone5">zi</span>	<ol><li>beard</li><li>mustache or whiskers</li><li>facial hair</li><li>(coll.) bandit</li></ol>	撮(<span class="tone3">zuǒ</span>), 根(<span class="tone1">gēn</span>)		
虎		<span class="tone3">hǔ</span>	<ol><li>tiger</li></ol>	只|隻(<span class="tone1">zhī</span>)		
华语	華語	<span class="tone2">Huá</span> <span class="tone3">yǔ</span>	<ol><li>Chinese language</li></ol>			
滑		<span class="tone2">huá</span>	<ol><li>to slip; to slide</li><li>slippery; smooth</li><li>sly; slippery; not to be trusted</li></ol>			<span class="nobr">划</span>
滑		<span class="tone2">Huá</span>	<ol><li>surname Hua</li></ol>			
化石		<span class="tone4">huà</span> <span class="tone2">shí</span>	<ol><li>fossil</li></ol>			
划分	劃分	<span class="tone4">huà</span> <span class="tone1">fēn</span>	<ol><li>to divide up</li><li>to partition</li><li>to differentiate</li></ol>			
画面	畫面	<span class="tone4">huà</span> <span class="tone4">miàn</span>	<ol><li>scene</li><li>tableau</li><li>picture</li><li>image</li><li>screen (displayed by a computer)</li><li>(motion picture) frame</li><li>field of view</li></ol>			
环节	環節	<span class="tone2">huán</span> <span class="tone2">jié</span>	<ol><li>(zoology) segment (of the body of a worm, centipede etc)</li><li>(fig.) a part of an integrated whole: aspect (of a project), element (of a policy), sector (of the economy), stage (of a process) etc</li></ol>			
慌		<span class="tone1">huāng</span>	<ol><li>to get panicky; to lose one's head</li><li>(coll.) (after 得) unbearably; terribly</li></ol>			
慌忙		<span class="tone1">huāng</span> <span class="tone2">máng</span>	<ol><li>in a great rush</li><li>in a flurry</li></ol>			
灰色		<span class="tone1">huī</span> <span class="tone4">sè</span>	<ol><li>gray</li><li>ash gray</li><li>grizzly</li><li>pessimistic</li><li>gloomy</li><li>dispirited</li><li>ambiguous</li></ol>			
恢复	恢復	<span class="tone1">huī</span> <span class="tone4">fù</span>	<ol><li>to reinstate</li><li>to resume</li><li>to restore</li><li>to recover</li><li>to regain</li><li>to rehabilitate</li></ol>			
回报	回報	<span class="tone2">huí</span> <span class="tone4">bào</span>	<ol><li>(in) return</li><li>reciprocation</li><li>payback</li><li>retaliation</li><li>to report back</li><li>to reciprocate</li></ol>			
回避	迴避	<span class="tone2">huí</span> <span class="tone4">bì</span>	<ol><li>to shun</li><li>to avoid (sb)</li><li>to skirt</li><li>to evade (an issue)</li><li>to step back</li><li>to withdraw</li><li>to recuse (a judge etc)</li></ol>			
回顾	回顧	<span class="tone2">huí</span> <span class="tone4">gù</span>	<ol><li>to look back</li><li>to review</li></ol>			
回收		<span class="tone2">huí</span> <span class="tone1">shōu</span>	<ol><li>to recycle</li><li>to reclaim</li><li>to retrieve</li><li>to recover</li><li>to recall (a defective product)</li></ol>			
回头	回頭	<span class="tone2">huí</span> <span class="tone2">tóu</span>	<ol><li>to turn round; to turn one's head</li><li>later; by and by</li></ol>			
回信		<span class="tone2">huí</span> <span class="tone4">xìn</span>	<ol><li>to reply</li><li>to write back</li><li>letter written in reply</li></ol>	封(<span class="tone1">fēng</span>)		
回忆	回憶	<span class="tone2">huí</span> <span class="tone4">yì</span>	<ol><li>to recall</li><li>memories</li></ol>	个|個(<span class="tone4">gè</span>)		
汇款	匯款	<span class="tone4">huì</span> <span class="tone3">kuǎn</span>	<ol><li>to remit money</li><li>remittance</li></ol>			
会谈	會談	<span class="tone4">huì</span> <span class="tone2">tán</span>	<ol><li>talks</li><li>discussions</li></ol>	次(<span class="tone4">cì</span>)		
活力		<span class="tone2">huó</span> <span class="tone4">lì</span>	<ol><li>energy</li><li>vitality</li><li>vigor</li><li>vital force</li></ol>			
活泼	活潑	<span class="tone2">huó</span> <span class="tone5">po</span>	<ol><li>lively</li><li>vivacious</li><li>brisk</li><li>active</li><li>(chemistry) reactive</li></ol>			
火柴		<span class="tone3">huǒ</span> <span class="tone2">chái</span>	<ol><li>match (for lighting fire)</li></ol>	根(<span class="tone1">gēn</span>), 盒(<span class="tone2">hé</span>)		
