#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
贵	貴	<span class="tone4">guì</span>	<ol><li>expensive</li><li>(bound form) highly valued; precious</li><li>(bound form) noble; of high rank</li><li>(prefix) (honorific) your</li></ol>			
国	國	<span class="tone2">guó</span>	<ol><li>country; nation; state (CL:個｜个)</li><li>(bound form) national</li></ol>			
国	國	<span class="tone2">Guó</span>	<ol><li>surname Guo</li></ol>			
国家	國家	<span class="tone2">guó</span> <span class="tone1">jiā</span>	<ol><li>country; nation; state</li></ol>	个|個(<span class="tone4">gè</span>)		
国外	國外	<span class="tone2">guó</span> <span class="tone4">wài</span>	<ol><li>abroad</li><li>external (affairs)</li><li>overseas</li><li>foreign</li></ol>			
过	過	<span class="tone4">guò</span>	<ol><li>to cross</li><li>to go over</li><li>to pass (time)</li><li>to celebrate (a holiday)</li><li>to live</li><li>to get along</li><li>excessively</li><li>too-</li></ol>			
过	過	<span class="tone5">guo</span>	<ol><li>(experienced action marker)</li></ol>			
过	過	<span class="tone1">Guō</span>	<ol><li>surname Guo</li></ol>			
还	還	<span class="tone2">hái</span>	<ol><li>still</li><li>still in progress</li><li>still more</li><li>yet</li><li>even more</li><li>in addition</li><li>fairly</li><li>passably (good)</li><li>as early as</li><li>even</li><li>also</li><li>else</li></ol>			
还	還	<span class="tone2">huán</span>	<ol><li>to pay back</li><li>to return</li></ol>			
还	還	<span class="tone2">Huán</span>	<ol><li>surname Huan</li></ol>			
还是	還是	<span class="tone2">hái</span> <span class="tone5">shi</span>	<ol><li>still (as before)</li><li>had better</li><li>unexpectedly</li><li>or</li></ol>			
还有	還有	<span class="tone2">háiyǒu</span>	<ol><li>there still remain(s); there is (or are) still</li><li>in addition</li></ol>			
孩子		<span class="tone2">hái</span> <span class="tone5">zi</span>	<ol><li>child</li></ol>			
汉语	漢語	<span class="tone4">Hàn</span> <span class="tone3">yǔ</span>	<ol><li>Chinese language</li></ol>	门|門(<span class="tone2">mén</span>)		
汉字	漢字	<span class="tone4">hàn</span> <span class="tone4">zì</span>	<ol><li>Chinese character</li><li>Japanese: kanji</li><li>Korean: hanja</li><li>Vietnamese: hán tự</li></ol>	个|個(<span class="tone4">gè</span>)		
好		<span class="tone3">hǎo</span>	<ol><li>good</li><li>appropriate; proper</li><li>all right!</li><li>(before a verb) easy to</li><li>(before a verb) good to</li><li>(before an adjective for exclamatory effect) so</li><li>(verb complement indicating completion)</li><li>(of two people) close; on intimate terms</li><li>(after a personal pronoun) hello</li></ol>			
好		<span class="tone4">hào</span>	<ol><li>to be fond of; to have a tendency to; to be prone to</li></ol>			
好吃		<span class="tone3">hǎochī</span>	<ol><li>tasty; delicious</li></ol>			
好吃		<span class="tone4">hàochī</span>	<ol><li>to be fond of eating; to be gluttonous</li></ol>			
好看		<span class="tone3">hǎo</span> <span class="tone4">kàn</span>	<ol><li>good-looking</li><li>nice-looking</li><li>good (of a movie, book, TV show etc)</li><li>embarrassed</li><li>humiliated</li></ol>			
好听	好聽	<span class="tone3">hǎo</span> <span class="tone1">tīng</span>	<ol><li>pleasant to hear</li></ol>			
好玩儿	好玩兒	<span class="tone3">hǎo</span> <span class="tone2">wánr</span>	<ol><li>erhua variant of 好玩</li></ol>			
号	號	<span class="tone4">hào</span>	<ol><li>ordinal number</li><li>day of a month</li><li>mark</li><li>sign</li><li>business establishment</li><li>size</li><li>ship suffix</li><li>horn (wind instrument)</li><li>bugle call</li><li>assumed name</li><li>to take a pulse</li><li>classifier used to indicate number of people</li></ol>			<span class="nobr">好</span>
号	號	<span class="tone2">háo</span>	<ol><li>roar</li><li>cry</li></ol>	个|個(<span class="tone4">gè</span>)		
喝		<span class="tone1">hē</span>	<ol><li>to drink</li></ol>			
喝		<span class="tone4">hè</span>	<ol><li>to shout</li></ol>			
和		<span class="tone2">hé</span>	<ol><li>(joining two nouns) and; together with; with (Taiwan pr. [han4])</li><li>(math.) sum</li><li>to make peace</li><li>(sports) to draw; to tie</li><li>(bound form) harmonious</li><li>(bound form) Japan; Japanese</li></ol>			
和	咊	<span class="tone2">hé</span>	<ol><li>old variant of 和</li></ol>			
和	龢	<span class="tone2">hé</span>	<ol><li>old variant of 和</li><li>harmonious</li></ol>			
和		<span class="tone2">Hé</span>	<ol><li>surname He</li></ol>			
和		<span class="tone4">hè</span>	<ol><li>to compose a poem in reply (to sb's poem) using the same rhyme sequence</li><li>to join in the singing</li><li>to chime in with others</li></ol>			<span class="nobr">喝</span>
和		<span class="tone2">hú</span>	<ol><li>to complete a set in mahjong or playing cards</li></ol>			
和		<span class="tone2">huó</span>	<ol><li>to combine a powdery substance (flour, plaster etc) with water</li></ol>		<span class="tone4">huò</span>	
和		<span class="tone4">huò</span>	<ol><li>to mix (ingredients) together</li><li>to blend</li><li>classifier for rinses of clothes</li><li>classifier for boilings of medicinal herbs</li></ol>			
很		<span class="tone3">hěn</span>	<ol><li>(adverb of degree)</li><li>quite</li><li>very</li><li>awfully</li></ol>			
后		<span class="tone4">hòu</span>	<ol><li>empress</li><li>queen</li><li>(archaic) monarch</li><li>ruler</li></ol>			
后	後	<span class="tone4">hòu</span>	<ol><li>back</li><li>behind</li><li>rear</li><li>afterwards</li><li>after</li><li>later</li><li>post-</li></ol>			
后		<span class="tone4">Hòu</span>	<ol><li>surname Hou</li></ol>			
后边	後邊	<span class="tone4">hòu</span> <span class="tone5">bian</span>	<ol><li>the back; the rear; the last bit</li><li>behind; near the end; at the back</li><li>later; afterwards</li></ol>			
后天	後天	<span class="tone4">hòu</span> <span class="tone1">tiān</span>	<ol><li>the day after tomorrow</li><li>life after birth (the period in which one develops through experiences, contrasted with 先天)</li><li>acquired (not innate or congenital)</li><li>a posteriori</li></ol>			
花		<span class="tone1">huā</span>	<ol><li>flower</li><li>blossom</li><li>fancy pattern</li><li>florid</li><li>to spend (money, time)</li><li>(coll.) lecherous</li><li>lustful</li></ol>	朵(<span class="tone3">duǒ</span>), 支(<span class="tone1">zhī</span>), 束(<span class="tone4">shù</span>), 把(<span class="tone3">bǎ</span>), 盆(<span class="tone2">pén</span>), 簇(<span class="tone4">cù</span>)		
花	芲	<span class="tone1">huā</span>	<ol><li>old variant of 花</li></ol>			
花	蘤	<span class="tone1">huā</span>	<ol><li>flower</li><li>blossom</li><li>also pr. [wei3]</li></ol>			
花		<span class="tone1">Huā</span>	<ol><li>surname Hua</li></ol>			
话	話	<span class="tone4">huà</span>	<ol><li>dialect</li><li>language</li><li>spoken words</li><li>speech</li><li>talk</li><li>words</li><li>conversation</li><li>what sb said</li></ol>	种|種(<span class="tone3">zhǒng</span>), 席(<span class="tone2">xí</span>), 句(<span class="tone4">jù</span>), 口(<span class="tone3">kǒu</span>), 番(<span class="tone1">fān</span>)		
话	諙	<span class="tone4">huà</span>	<ol><li>old variant of 話｜话</li></ol>			
坏	壞	<span class="tone4">huài</span>	<ol><li>bad</li><li>spoiled</li><li>broken</li><li>to break down</li><li>(suffix) to the utmost</li></ol>			
回		<span class="tone2">huí</span>	<ol><li>to circle</li><li>to go back</li><li>to turn around</li><li>to answer</li><li>to return</li><li>to revolve</li><li>Hui ethnic group (Chinese Muslims)</li><li>time</li><li>classifier for acts of a play</li><li>section or chapter (of a classic book)</li></ol>			
回	迴	<span class="tone2">huí</span>	<ol><li>to curve</li><li>to return</li><li>to revolve</li></ol>			
回答		<span class="tone2">huí</span> <span class="tone2">dá</span>	<ol><li>to reply; to answer</li><li>reply; answer</li></ol>			
回到		<span class="tone2">huí</span> <span class="tone4">dào</span>	<ol><li>to return to</li></ol>			
回家		<span class="tone2">huí</span> <span class="tone1">jiā</span>	<ol><li>to return home</li></ol>			
回来	回來	<span class="tone2">huí</span> <span class="tone5">lai</span>	<ol><li>to return; to come back</li></ol>			
回去		<span class="tone2">huí</span> <span class="tone5">qu</span>	<ol><li>to return</li><li>to go back</li></ol>			
会	會	<span class="tone4">huì</span>	<ol><li>can; to have the skill; to know how to</li><li>to be likely to; to be sure to</li><li>to meet; to get together</li><li>meeting; gathering</li><li>(suffix) union; group; association</li><li>(bound form) a moment (Taiwan pr. [hui3])</li></ol>			
会	會	<span class="tone4">kuài</span>	<ol><li>to balance an account</li><li>accounting</li><li>accountant</li></ol>			
火车	火車	<span class="tone3">huǒ</span> <span class="tone1">chē</span>	<ol><li>train</li></ol>	列(<span class="tone4">liè</span>), 节|節(<span class="tone2">jié</span>), 班(<span class="tone1">bān</span>), 趟(<span class="tone4">tàng</span>)		
机场	機場	<span class="tone1">jī</span> <span class="tone3">chǎng</span>	<ol><li>airport; airfield</li><li>(slang) service provider for Shadowsocks or similar software for circumventing Internet censorship</li></ol>	家(<span class="tone1">jiā</span>), 处|處(<span class="tone4">chù</span>)		
机票	機票	<span class="tone1">jī</span> <span class="tone4">piào</span>	<ol><li>air ticket</li><li>passenger ticket</li></ol>	张|張(<span class="tone1">zhāng</span>)		
鸡蛋	雞蛋	<span class="tone1">jī</span> <span class="tone4">dàn</span>	<ol><li>(chicken) egg</li><li>hen's egg</li></ol>	个|個(<span class="tone4">gè</span>), 打(<span class="tone2">dá</span>)		
几	幾	<span class="tone3">jǐ</span>	<ol><li>how much</li><li>how many</li><li>several</li><li>a few</li></ol>			<span class="nobr">给</span>
几		<span class="tone1">jī</span>	<ol><li>small table</li></ol>			
几	幾	<span class="tone1">jī</span>	<ol><li>almost</li></ol>			
记	記	<span class="tone4">jì</span>	<ol><li>to record</li><li>to note</li><li>to memorize</li><li>to remember</li><li>mark</li><li>sign</li><li>classifier for blows, kicks, shots</li></ol>			
记得	記得	<span class="tone4">jì</span> <span class="tone5">de</span>	<ol><li>to remember</li></ol>			
记住	記住	<span class="tone4">jì</span> <span class="tone5">zhu</span>	<ol><li>to remember</li><li>to bear in mind</li><li>to learn by heart</li></ol>			
家	傢	<span class="tone1">jiā</span>	<ol><li>used in 傢伙｜家伙 and 傢俱｜家俱</li></ol>			
家		<span class="tone1">jiā</span>	<ol><li>home</li><li>family</li><li>(polite) my (sister, uncle etc)</li><li>classifier for families or businesses</li><li>refers to the philosophical schools of pre-Han China</li><li>noun suffix for a specialist in some activity, such as a musician or revolutionary, corresponding to English -ist, -er, -ary or -ian</li></ol>	个|個(<span class="tone4">gè</span>)		
家里	家裡	<span class="tone1">jiā</span> <span class="tone3">lǐ</span>	<ol><li>home</li></ol>			
家人		<span class="tone1">jiā</span> <span class="tone2">rén</span>	<ol><li>family member</li><li>(old) servant</li></ol>			
间	間	<span class="tone1">jiān</span>	<ol><li>between</li><li>among</li><li>within a definite time or space</li><li>room</li><li>section of a room or lateral space between two pairs of pillars</li><li>classifier for rooms</li></ol>			
间	間	<span class="tone4">jiàn</span>	<ol><li>gap</li><li>to separate</li><li>to thin out (seedlings)</li><li>to sow discontent</li></ol>			
见	見	<span class="tone4">jiàn</span>	<ol><li>to see</li><li>to meet</li><li>to appear (to be sth)</li><li>to interview</li><li>opinion</li><li>view</li></ol>			<span class="nobr">间</span>
见	見	<span class="tone4">xiàn</span>	<ol><li>to appear</li><li>also written 現｜现</li></ol>			
见面	見面	<span class="tone4">jiàn</span> <span class="tone4">miàn</span>	<ol><li>to meet; to see each other</li></ol>	次(<span class="tone4">cì</span>)		
教		<span class="tone1">jiāo</span>	<ol><li>to teach</li></ol>			
教		<span class="tone4">Jiào</span>	<ol><li>surname Jiao</li></ol>			
教		<span class="tone4">jiào</span>	<ol><li>religion</li><li>teaching</li><li>to make</li><li>to cause</li><li>to tell</li></ol>			
叫		<span class="tone4">jiào</span>	<ol><li>to shout</li><li>to call</li><li>to order</li><li>to ask</li><li>to be called</li><li>by (indicates agent in the passive mood)</li></ol>			<span class="nobr">教</span>
教学楼	教學樓	<span class="tone4">jiào</span> <span class="tone2">xué</span> <span class="tone2">lóu</span>	<ol><li>school building; academic building</li></ol>			
姐姐		<span class="tone3">jiě</span> <span class="tone5">jie</span>	<ol><li>older sister</li></ol>	个|個(<span class="tone4">gè</span>)		
姐		<span class="tone3">jiě</span>	<ol><li>older sister</li></ol>			
介绍	介紹	<span class="tone4">jiè</span> <span class="tone4">shào</span>	<ol><li>to introduce (sb to sb)</li><li>to give a presentation</li><li>to present (sb for a job etc)</li><li>introduction</li></ol>			
今年		<span class="tone1">jīn</span> <span class="tone2">nián</span>	<ol><li>this year</li></ol>			
今天		<span class="tone1">jīn</span> <span class="tone1">tiān</span>	<ol><li>today</li><li>the present time; now</li></ol>			
进	進	<span class="tone4">jìn</span>	<ol><li>to go forward</li><li>to advance</li><li>to go in</li><li>to enter</li><li>to put in</li><li>to submit</li><li>to take in</li><li>to admit</li><li>(math.) base of a number system</li><li>classifier for sections in a building or residential compound</li></ol>			
进来	進來	<span class="tone4">jìn</span> <span class="tone2">lái</span>	<ol><li>to come in</li></ol>			
进去	進去	<span class="tone4">jìn</span> <span class="tone4">qù</span>	<ol><li>to go in</li></ol>			
九		<span class="tone3">jiǔ</span>	<ol><li>nine</li><li>9</li></ol>			
就		<span class="tone4">jiù</span>	<ol><li>(after a suppositional clause) in that case; then</li><li>(after a clause of action) as soon as; immediately after</li><li>(same as 就是) merely; nothing else but; simply; just; precisely; exactly</li><li>only; as little as</li><li>as much as; as many as</li><li>to approach; to move towards</li><li>to undertake; to engage in</li><li>(often followed by 著｜着) taking advantage of</li><li>(of food) to go with</li><li>with regard to; concerning</li><li>(pattern: 就 ... 也 ...) even if ... still ...</li><li>(pattern: 不 ... 就 ...) if not ... then must be ...</li></ol>			
觉得	覺得	<span class="tone2">jué</span> <span class="tone5">de</span>	<ol><li>to think that ...; to feel that ...</li><li>to feel (uncomfortable etc)</li></ol>			
开	開	<span class="tone1">kāi</span>	<ol><li>to open (transitive or intransitive)</li><li>(of ships, vehicles, troops etc) to start</li><li>to turn on; to put in operation; to operate; to run</li><li>to boil</li><li>to write out (a prescription, check, invoice etc)</li><li>(directional complement) away; off</li><li>carat (gold)</li></ol>			
开车	開車	<span class="tone1">kāi</span> <span class="tone1">chē</span>	<ol><li>to drive a car</li></ol>			
开会	開會	<span class="tone1">kāi</span> <span class="tone4">huì</span>	<ol><li>to hold a meeting</li><li>to attend a meeting</li></ol>			
开玩笑	開玩笑	<span class="tone1">kāi</span> <span class="tone2">wánxiào</span>	<ol><li>to play a joke; to make fun of; to joke</li></ol>			
看		<span class="tone4">kàn</span>	<ol><li>to see; to look at</li><li>to read</li><li>to watch</li><li>to visit; to call on</li><li>to consider; to regard as</li><li>to look after</li><li>to treat (a patient or illness)</li><li>to depend on</li><li>to feel (that)</li><li>(after a verb) to give it a try</li><li>to watch out for</li></ol>			
看		<span class="tone1">kān</span>	<ol><li>to look after</li><li>to take care of</li><li>to watch</li><li>to guard</li></ol>			
看病		<span class="tone4">kàn</span> <span class="tone4">bìng</span>	<ol><li>to visit a doctor</li><li>to see a patient</li></ol>			
看到		<span class="tone4">kàn</span> <span class="tone4">dào</span>	<ol><li>to see</li></ol>			
看见	看見	<span class="tone4">kàn</span> <span class="tone4">jiàn</span>	<ol><li>to see</li><li>to catch sight of</li></ol>			
考		<span class="tone3">kǎo</span>	<ol><li>to check</li><li>to verify</li><li>to test</li><li>to examine</li><li>to take an exam</li><li>to take an entrance exam for</li><li>deceased father</li></ol>			
考	攷	<span class="tone3">kǎo</span>	<ol><li>to beat</li><li>to hit</li><li>to inspect</li><li>to test</li><li>to take an exam</li></ol>			
考试	考試	<span class="tone3">kǎo</span> <span class="tone4">shì</span>	<ol><li>to take an exam</li><li>exam</li></ol>	次(<span class="tone4">cì</span>)		
渴		<span class="tone3">kě</span>	<ol><li>thirsty</li></ol>			
课	課	<span class="tone4">kè</span>	<ol><li>subject</li><li>course</li><li>class</li><li>lesson</li><li>to levy</li><li>tax</li><li>form of divination</li></ol>	门|門(<span class="tone2">mén</span>), 堂(<span class="tone2">táng</span>), 节|節(<span class="tone2">jié</span>)		
课本	課本	<span class="tone4">kè</span> <span class="tone3">běn</span>	<ol><li>textbook</li></ol>	本(<span class="tone3">běn</span>)		
课文	課文	<span class="tone4">kè</span> <span class="tone2">wén</span>	<ol><li>text</li></ol>	篇(<span class="tone1">piān</span>)		
口		<span class="tone3">kǒu</span>	<ol><li>mouth</li><li>classifier for things with mouths (people, domestic animals, cannons, wells etc)</li><li>classifier for bites or mouthfuls</li></ol>			
块	塊	<span class="tone4">kuài</span>	<ol><li>lump; chunk; piece</li><li>classifier for pieces of cloth, cake, soap etc</li><li>(coll.) classifier for money and currency units</li></ol>			<span class="nobr">会</span>
快		<span class="tone4">kuài</span>	<ol><li>rapid</li><li>quick</li><li>speed</li><li>rate</li><li>soon</li><li>almost</li><li>to make haste</li><li>clever</li><li>sharp (of knives or wits)</li><li>forthright</li><li>plainspoken</li><li>gratified</li><li>pleased</li><li>pleasant</li></ol>			<span class="nobr">会</span> <span class="nobr">块</span>
来	來	<span class="tone2">lái</span>	<ol><li>to come</li><li>(used as a substitute for a more specific verb)</li><li>hither (directional complement for motion toward the speaker, as in 回來｜回来)</li><li>ever since (as in 自古以來｜自古以来)</li><li>for the past (amount of time)</li><li>(prefix) the coming ...; the next ... (as in 來世｜来世)</li><li>(between two verbs) in order to</li><li>(after a round number) approximately</li><li>(used after 得 to indicate possibility, as in 談得來｜谈得来, or after 不 to indicate impossibility, as in 吃不來｜吃不来)</li></ol>			
来到	來到	<span class="tone2">lái</span> <span class="tone4">dào</span>	<ol><li>to arrive; to come</li></ol>			
老		<span class="tone3">lǎo</span>	<ol><li>prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity</li><li>old (of people)</li><li>venerable (person)</li><li>experienced</li><li>of long standing</li><li>always</li><li>all the time</li><li>of the past</li><li>very</li><li>outdated</li><li>(of meat etc) tough</li></ol>			
老人		<span class="tone3">lǎo</span> <span class="tone2">rén</span>	<ol><li>old man or woman</li><li>the elderly</li><li>one's aged parents or grandparents</li></ol>			
老师	老師	<span class="tone3">lǎo</span> <span class="tone1">shī</span>	<ol><li>teacher</li></ol>	个|個(<span class="tone4">gè</span>), 位(<span class="tone4">wèi</span>)		
了		<span class="tone5">le</span>	<ol><li>(completed action marker)</li><li>(modal particle indicating change of state, situation now)</li><li>(modal particle intensifying preceding clause)</li></ol>			
了	瞭	<span class="tone3">liǎo</span>	<ol><li>(of eyes) bright</li><li>clear-sighted</li><li>to understand clearly</li></ol>			
了		<span class="tone3">liǎo</span>	<ol><li>to finish</li><li>to achieve</li><li>to understand clearly</li></ol>			
了	瞭	<span class="tone4">liào</span>	<ol><li>unofficial variant of 瞭</li></ol>			
累		<span class="tone4">lèi</span>	<ol><li>tired</li><li>weary</li><li>to strain</li><li>to wear out</li><li>to work hard</li></ol>			
累		<span class="tone3">lěi</span>	<ol><li>to accumulate</li><li>to involve or implicate (Taiwan pr. [lei4])</li><li>continuous</li><li>repeated</li></ol>			
累	纍	<span class="tone2">Léi</span>	<ol><li>surname Lei</li></ol>			
累	纍	<span class="tone2">léi</span>	<ol><li>rope</li><li>to bind together</li><li>to twist around</li></ol>			
冷		<span class="tone3">lěng</span>	<ol><li>cold</li></ol>			
冷		<span class="tone3">Lěng</span>	<ol><li>surname Leng</li></ol>			
里	裡	<span class="tone3">lǐ</span>	<ol><li>lining</li><li>interior</li><li>inside</li><li>internal</li><li>also written 裏｜里</li></ol>			
里		<span class="tone3">lǐ</span>	<ol><li>li, ancient measure of length, approx. 500 m</li><li>neighborhood</li><li>ancient administrative unit of 25 families</li><li>(Tw) borough, administrative unit between the township 鎮｜镇 and neighborhood 鄰｜邻 levels</li></ol>			
里		<span class="tone3">Lǐ</span>	<ol><li>Li (surname)</li></ol>			
里边	裡邊	<span class="tone3">lǐ</span> <span class="tone5">bian</span>	<ol><li>inside</li></ol>			
两	兩	<span class="tone3">liǎng</span>	<ol><li>two</li><li>both</li><li>some</li><li>a few</li><li>tael, unit of weight equal to 50 grams (modern) or 1⁄16 of a catty 斤 (old)</li></ol>			
零		<span class="tone2">líng</span>	<ol><li>zero</li><li>nought</li><li>zero sign</li><li>fractional</li><li>fragmentary</li><li>odd (of numbers)</li><li>(placed between two numbers to indicate a smaller quantity followed by a larger one)</li><li>fraction</li><li>(in mathematics) remainder (after division)</li><li>extra</li><li>to wither and fall</li><li>to wither</li></ol>			
〇		<span class="tone2">líng</span>	<ol><li>zero</li></ol>			<span class="nobr">零</span>
六		<span class="tone4">liù</span>	<ol><li>six</li><li>6</li></ol>			
楼	樓	<span class="tone2">lóu</span>	<ol><li>house with more than 1 story</li><li>storied building</li><li>floor</li></ol>	层|層(<span class="tone2">céng</span>), 座(<span class="tone4">zuò</span>), 栋|棟(<span class="tone4">dòng</span>)		
楼	樓	<span class="tone2">Lóu</span>	<ol><li>surname Lou</li></ol>			
楼上	樓上	<span class="tone2">lóu</span> <span class="tone4">shàng</span>	<ol><li>upstairs</li><li>(Internet slang) previous poster in a forum thread</li></ol>			
楼下	樓下	<span class="tone2">lóu</span> <span class="tone4">xià</span>	<ol><li>downstairs</li></ol>			
路		<span class="tone4">lù</span>	<ol><li>road (CL:條｜条)</li><li>journey</li><li>route</li><li>line (bus etc)</li><li>sort; kind</li></ol>			
路		<span class="tone4">Lù</span>	<ol><li>surname Lu</li></ol>			
路口		<span class="tone4">lù</span> <span class="tone3">kǒu</span>	<ol><li>crossing</li><li>intersection (of roads)</li></ol>			
路上		<span class="tone4">lù</span> <span class="tone5">shang</span>	<ol><li>on the road</li><li>on the way; en route</li></ol>			
妈妈	媽媽	<span class="tone1">mā</span> <span class="tone5">ma</span>	<ol><li>mama</li><li>mommy</li><li>mother</li></ol>	个|個(<span class="tone4">gè</span>), 位(<span class="tone4">wèi</span>)		
妈	媽	<span class="tone1">mā</span>	<ol><li>ma</li><li>mom</li><li>mother</li></ol>			
马路	馬路	<span class="tone3">mǎ</span> <span class="tone4">lù</span>	<ol><li>street</li><li>road</li></ol>	条|條(<span class="tone2">tiáo</span>)		
马上	馬上	<span class="tone3">mǎ</span> <span class="tone4">shàng</span>	<ol><li>at once</li><li>right away</li><li>immediately</li><li>on horseback (i.e. by military force)</li></ol>			
吗	嗎	<span class="tone5">ma</span>	<ol><li>(question particle for "yes-no" questions)</li></ol>			
吗	嗎	<span class="tone2">má</span>	<ol><li>(coll.) what?</li></ol>			
吗	嗎	<span class="tone3">mǎ</span>	<ol><li>used in 嗎啡｜吗啡</li></ol>			
买	買	<span class="tone3">mǎi</span>	<ol><li>to buy</li><li>to purchase</li></ol>			
慢		<span class="tone4">màn</span>	<ol><li>slow</li></ol>			
忙		<span class="tone2">máng</span>	<ol><li>busy</li><li>hurriedly</li><li>to hurry</li><li>to rush</li></ol>			
毛		<span class="tone2">máo</span>	<ol><li>hair</li><li>feather</li><li>down</li><li>wool</li><li>mildew</li><li>mold</li><li>coarse or semifinished</li><li>young</li><li>raw</li><li>careless</li><li>unthinking</li><li>nervous</li><li>scared</li><li>(of currency) to devalue or depreciate</li><li>classifier for Chinese fractional monetary unit ( = 角 , = one-tenth of a yuan or 10 fen 分)</li></ol>			
毛		<span class="tone2">Máo</span>	<ol><li>surname Mao</li></ol>			
没	沒	<span class="tone2">méi</span>	<ol><li>(negative prefix for verbs) have not; not</li></ol>			
没	沒	<span class="tone4">mò</span>	<ol><li>drowned</li><li>to end</li><li>to die</li><li>to inundate</li></ol>			
没关系	沒關係	<span class="tone2">méi</span> <span class="tone1">guān</span> <span class="tone5">xi</span>	<ol><li>it doesn't matter</li></ol>			
没什么	沒什麼	<span class="tone2">méi</span> <span class="tone2">shén</span> <span class="tone5">me</span>	<ol><li>it doesn't matter; it's nothing; never mind</li><li>think nothing of it; it's my pleasure; you're welcome</li></ol>			
没事儿	沒事兒	<span class="tone2">méi</span> <span class="tone4">shìr</span>	<ol><li>to have spare time</li><li>free from work</li><li>it's not important</li><li>it's nothing</li><li>never mind</li></ol>			
没有	沒有	<span class="tone2">méi</span> <span class="tone3">yǒu</span>	<ol><li>haven't</li><li>hasn't</li><li>doesn't exist</li><li>to not have</li><li>to not be</li></ol>			
妹妹		<span class="tone4">mèi</span> <span class="tone5">mei</span>	<ol><li>younger sister</li><li>young woman</li></ol>	个|個(<span class="tone4">gè</span>)		
妹		<span class="tone4">mèi</span>	<ol><li>younger sister</li></ol>			
门	門	<span class="tone2">mén</span>	<ol><li>gate</li><li>door</li><li>gateway</li><li>doorway</li><li>opening</li><li>valve</li><li>switch</li><li>way to do something</li><li>knack</li><li>family</li><li>house</li><li>(religious) sect</li><li>school (of thought)</li><li>class</li><li>category</li><li>phylum or division (taxonomy)</li><li>classifier for large guns</li><li>classifier for lessons, subjects, branches of technology</li><li>(suffix) -gate (i.e. scandal; derived from Watergate)</li></ol>	扇(<span class="tone4">shàn</span>), 个|個(<span class="tone4">gè</span>)		
门	門	<span class="tone2">Mén</span>	<ol><li>surname Men</li></ol>			
门口	門口	<span class="tone2">mén</span> <span class="tone3">kǒu</span>	<ol><li>doorway</li><li>gate</li></ol>	个|個(<span class="tone4">gè</span>)		
门票	門票	<span class="tone2">mén</span> <span class="tone4">piào</span>	<ol><li>ticket (for theater, cinema etc)</li></ol>			
们	們	<span class="tone5">men</span>	<ol><li>plural marker for pronouns, and nouns referring to individuals</li></ol>			
米饭	米飯	<span class="tone3">mǐ</span> <span class="tone4">fàn</span>	<ol><li>(cooked) rice</li></ol>			
面包	麵包	<span class="tone4">miàn</span> <span class="tone1">bāo</span>	<ol><li>bread</li></ol>	片(<span class="tone4">piàn</span>), 袋(<span class="tone4">dài</span>), 块|塊(<span class="tone4">kuài</span>)		
面条儿	麵條兒	<span class="tone4">miàn</span> <span class="tone2">tiáor</span>	<ol><li>erhua variant of 麵條｜面条</li></ol>			
名字		<span class="tone2">míng</span> <span class="tone5">zi</span>	<ol><li>name (of a person or thing)</li></ol>	个|個(<span class="tone4">gè</span>)		
明白		<span class="tone2">míng</span> <span class="tone5">bai</span>	<ol><li>clear</li><li>obvious</li><li>unequivocal</li><li>to understand</li><li>to realize</li></ol>			
明年		<span class="tone2">míng</span> <span class="tone2">nián</span>	<ol><li>next year</li></ol>			
明天		<span class="tone2">míng</span> <span class="tone1">tiān</span>	<ol><li>tomorrow</li></ol>			
拿		<span class="tone2">ná</span>	<ol><li>to hold</li><li>to seize</li><li>to catch</li><li>to apprehend</li><li>to take</li><li>(used in the same way as 把: to mark the following noun as a direct object)</li></ol>			
拿	㧱	<span class="tone2">ná</span>	<ol><li>old variant of 拿</li></ol>			
哪		<span class="tone3">nǎ</span>	<ol><li>how</li><li>which</li></ol>			
哪		<span class="tone5">na</span>	<ol><li>(emphatic sentence-final particle, used instead of 啊 after a word ending in "n")</li></ol>			
哪		<span class="tone2">né</span>	<ol><li>used in 哪吒</li></ol>		<span class="tone2">nuó</span>	
哪		<span class="tone3">něi</span>	<ol><li>which? (interrogative, followed by classifier or numeral-classifier)</li></ol>			
哪里	哪裏	<span class="tone3">nǎ</span> <span class="tone3">lǐ</span>	<ol><li>where?</li><li>somewhere</li><li>anywhere</li><li>wherever</li><li>nowhere (negative answer to question)</li><li>humble expression denying compliment</li><li>also written 哪裡｜哪里</li></ol>			
哪里	哪裡	<span class="tone3">nǎ</span> <span class="tone3">lǐ</span>	<ol><li>where?</li><li>somewhere</li><li>anywhere</li><li>wherever</li><li>nowhere (negative answer to question)</li><li>humble expression denying compliment</li></ol>			
哪儿	哪兒	<span class="tone3">nǎr</span>	<ol><li>where?</li><li>wherever; anywhere; somewhere</li><li>(used in rhetorical questions) how can ...?; how could ...?</li></ol>			
哪些		<span class="tone3">nǎ</span> <span class="tone1">xiē</span>	<ol><li>which ones?</li><li>who?</li><li>what?</li></ol>			
