#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
倒车	倒車	<span class="tone3">dǎo</span> <span class="tone1">chē</span>	<ol><li>to change buses, trains etc</li></ol>			
倒车	倒車	<span class="tone4">dào</span> <span class="tone1">chē</span>	<ol><li>to reverse (a vehicle)</li><li>to drive backwards</li></ol>			
得意		<span class="tone2">dé</span> <span class="tone4">yì</span>	<ol><li>proud of oneself</li><li>pleased with oneself</li><li>complacent</li></ol>			
灯光	燈光	<span class="tone1">dēng</span> <span class="tone1">guāng</span>	<ol><li>(stage) lighting</li><li>light</li></ol>			
登		<span class="tone1">dēng</span>	<ol><li>to scale (a height)</li><li>to ascend</li><li>to mount</li><li>to publish or record</li><li>to enter (e.g. in a register)</li><li>to press down with the foot</li><li>to step or tread on</li><li>to put on (shoes or trousers) (dialect)</li><li>to be gathered and taken to the threshing ground (old)</li></ol>			<span class="nobr">灯</span>
登记	登記	<span class="tone1">dēng</span> <span class="tone4">jì</span>	<ol><li>to register (one's name)</li></ol>			
登录	登錄	<span class="tone1">dēng</span> <span class="tone4">lù</span>	<ol><li>to register</li><li>to log in</li></ol>			
登山		<span class="tone1">dēng</span> <span class="tone1">shān</span>	<ol><li>to climb a mountain</li><li>climbing</li><li>mountaineering</li></ol>			
的确	的確	<span class="tone2">dí</span> <span class="tone4">què</span>	<ol><li>really</li><li>indeed</li></ol>			
敌人	敵人	<span class="tone2">dí</span> <span class="tone2">rén</span>	<ol><li>enemy</li></ol>	个|個(<span class="tone4">gè</span>)		
底		<span class="tone3">dǐ</span>	<ol><li>background</li><li>bottom</li><li>base</li><li>end (of the month, year etc)</li><li>remnants</li><li>(math.) radix</li><li>base</li></ol>			
底		<span class="tone5">de</span>	<ol><li>(equivalent to 的 as possessive particle)</li></ol>			<span class="nobr">地</span> <span class="nobr">得</span> <span class="nobr">的</span>
地面		<span class="tone4">dì</span> <span class="tone4">miàn</span>	<ol><li>floor</li><li>ground</li><li>surface</li></ol>			
地位		<span class="tone4">dì</span> <span class="tone4">wèi</span>	<ol><li>position</li><li>status</li><li>place</li></ol>	个|個(<span class="tone4">gè</span>)		
地下		<span class="tone4">dì</span> <span class="tone4">xià</span>	<ol><li>underground</li><li>subterranean</li><li>covert</li></ol>			
地址		<span class="tone4">dì</span> <span class="tone3">zhǐ</span>	<ol><li>address</li></ol>	个|個(<span class="tone4">gè</span>)		
典型		<span class="tone3">diǎn</span> <span class="tone2">xíng</span>	<ol><li>model</li><li>typical case</li><li>archetype</li><li>typical</li><li>representative</li></ol>			
点名	點名	<span class="tone3">diǎn</span> <span class="tone2">míng</span>	<ol><li>roll call</li><li>to mention sb by name</li><li>(to call or praise or criticize sb) by name</li></ol>			
电灯	電燈	<span class="tone4">diàn</span> <span class="tone1">dēng</span>	<ol><li>electric light</li></ol>	盏|盞(<span class="tone3">zhǎn</span>)		
电动车	電動車	<span class="tone4">diàn</span> <span class="tone4">dòng</span> <span class="tone1">chē</span>	<ol><li>electric vehicle (scooter, bicycle, car etc)</li></ol>			
电梯	電梯	<span class="tone4">diàn</span> <span class="tone1">tī</span>	<ol><li>elevator</li><li>escalator</li></ol>	台|臺(<span class="tone2">tái</span>), 部(<span class="tone4">bù</span>)		
电源	電源	<span class="tone4">diàn</span> <span class="tone2">yuán</span>	<ol><li>electric power source</li></ol>			
顶	頂	<span class="tone3">dǐng</span>	<ol><li>apex</li><li>crown of the head</li><li>top</li><li>roof</li><li>most</li><li>to carry on the head</li><li>to push to the top</li><li>to go against</li><li>to replace</li><li>to substitute</li><li>to be subjected to (an aerial bombing, hailstorm etc)</li><li>(slang) to "bump" a forum thread to raise its profile</li><li>classifier for headwear, hats, veils etc</li></ol>			
定		<span class="tone4">dìng</span>	<ol><li>to fix; to set; to make definite</li><li>to subscribe to (a newspaper etc); to book (tickets etc); to order (goods etc)</li><li>to congeal; to coagulate</li><li>(literary) definitely</li></ol>			<span class="nobr">订</span>
冬季		<span class="tone1">dōng</span> <span class="tone4">jì</span>	<ol><li>winter</li></ol>			
动画片	動畫片	<span class="tone4">dòng</span> <span class="tone4">huà</span> <span class="tone4">piàn</span>	<ol><li>animated film</li></ol>			
动摇	動搖	<span class="tone4">dòng</span> <span class="tone2">yáo</span>	<ol><li>to sway</li><li>to waver</li><li>to rock</li><li>to rattle</li><li>to destabilize</li><li>to pose a challenge to</li></ol>			
豆腐		<span class="tone4">dòu</span> <span class="tone5">fu</span>	<ol><li>tofu</li><li>bean curd</li></ol>			
独立	獨立	<span class="tone2">dú</span> <span class="tone4">lì</span>	<ol><li>independent</li><li>independence</li><li>to stand alone</li></ol>			
独特	獨特	<span class="tone2">dú</span> <span class="tone4">tè</span>	<ol><li>unique; distinctive</li></ol>			
独自	獨自	<span class="tone2">dú</span> <span class="tone4">zì</span>	<ol><li>alone</li></ol>			
堵		<span class="tone3">dǔ</span>	<ol><li>to block up (a road, pipe etc)</li><li>to stop up (a hole)</li><li>(fig.) (of a person) choked up with anxiety or stress</li><li>wall (literary)</li><li>(classifier for walls)</li></ol>			
堵车	堵車	<span class="tone3">dǔ</span> <span class="tone1">chē</span>	<ol><li>traffic jam</li><li>(of traffic) to get congested</li></ol>			
肚子		<span class="tone4">dù</span> <span class="tone5">zi</span>	<ol><li>belly</li><li>abdomen</li><li>stomach</li></ol>	个|個(<span class="tone4">gè</span>)		
度过	度過	<span class="tone4">dù</span> <span class="tone4">guò</span>	<ol><li>to pass</li><li>to spend (time)</li><li>to survive</li><li>to get through</li></ol>			
锻炼	鍛鍊	<span class="tone4">duàn</span> <span class="tone4">liàn</span>	<ol><li>to toughen</li><li>to temper</li><li>to engage in physical exercise</li><li>to work out</li><li>(fig.) to develop one's skills</li><li>to train oneself</li></ol>			
对比	對比	<span class="tone4">duì</span> <span class="tone3">bǐ</span>	<ol><li>to contrast</li><li>contrast</li><li>ratio</li></ol>	个|個(<span class="tone4">gè</span>)		
对付	對付	<span class="tone4">duì</span> <span class="tone5">fu</span>	<ol><li>to handle; to deal with; to tackle</li><li>to get by with; to make do</li><li>(dialect) (usu. used in the negative) to get along with (sb)</li></ol>			
对于	對於	<span class="tone4">duì</span> <span class="tone2">yú</span>	<ol><li>regarding; as far as (sth) is concerned; with regard to</li></ol>			
多次		<span class="tone1">duō</span> <span class="tone4">cì</span>	<ol><li>many times</li><li>repeatedly</li></ol>			
多年		<span class="tone1">duō</span> <span class="tone2">nián</span>	<ol><li>many years</li><li>for many years</li><li>longstanding</li></ol>			
多样	多樣	<span class="tone1">duō</span> <span class="tone4">yàng</span>	<ol><li>diverse</li><li>diversity</li><li>manifold</li></ol>			
多种	多種	<span class="tone1">duō</span> <span class="tone3">zhǒng</span>	<ol><li>many kinds of; multiple; diverse; multi-</li></ol>			
恶心	惡心	<span class="tone3">ě</span> <span class="tone1">xīn</span>	<ol><li>nausea</li><li>to feel sick</li><li>disgust</li><li>nauseating</li><li>to embarrass (deliberately)</li></ol>			
恶心	惡心	<span class="tone4">è</span> <span class="tone1">xīn</span>	<ol><li>bad habit</li><li>vicious habit</li><li>vice</li></ol>			
儿童	兒童	<span class="tone2">ér</span> <span class="tone2">tóng</span>	<ol><li>child</li></ol>	个|個(<span class="tone4">gè</span>)		
而		<span class="tone2">ér</span>	<ol><li>and</li><li>as well as</li><li>and so</li><li>but (not)</li><li>yet (not)</li><li>(indicates causal relation)</li><li>(indicates change of state)</li><li>(indicates contrast)</li></ol>			
而是		<span class="tone2">ér</span> <span class="tone4">shì</span>	<ol><li>rather</li></ol>			
耳机	耳機	<span class="tone3">ěr</span> <span class="tone1">jī</span>	<ol><li>headphones</li><li>earphones</li><li>telephone receiver</li></ol>			
二手		<span class="tone4">èr</span> <span class="tone3">shǒu</span>	<ol><li>indirectly acquired</li><li>second-hand (information, equipment etc)</li><li>assistant</li></ol>			
发挥	發揮	<span class="tone1">fā</span> <span class="tone1">huī</span>	<ol><li>to display</li><li>to exhibit</li><li>to bring out implicit or innate qualities</li><li>to express (a thought or moral)</li><li>to develop (an idea)</li><li>to elaborate (on a theme)</li></ol>			
发票	發票	<span class="tone1">fā</span> <span class="tone4">piào</span>	<ol><li>invoice; receipt; bill</li><li>uniform invoice (abbr. for 統一發票｜统一发票)</li></ol>			
发烧	發燒	<span class="tone1">fā</span> <span class="tone1">shāo</span>	<ol><li>to have a high temperature (from illness)</li><li>to have a fever</li></ol>			
法		<span class="tone3">fǎ</span>	<ol><li>law</li><li>method</li><li>way</li><li>to emulate</li><li>(Buddhism) dharma</li><li>(abbr. for 法家) the Legalists</li><li>(physics) farad (abbr. for 法拉)</li></ol>			
法	灋	<span class="tone3">fǎ</span>	<ol><li>old variant of 法</li><li>law</li></ol>			
法		<span class="tone3">Fǎ</span>	<ol><li>France</li><li>French</li></ol>		<span class="tone4">Fà</span>	
法官		<span class="tone3">fǎ</span> <span class="tone1">guān</span>	<ol><li>judge (in court)</li></ol>			
法律		<span class="tone3">fǎ</span> <span class="tone4">lǜ</span>	<ol><li>law</li></ol>	条|條(<span class="tone2">tiáo</span>), 套(<span class="tone4">tào</span>), 个|個(<span class="tone4">gè</span>)		
法院		<span class="tone3">fǎ</span> <span class="tone4">yuàn</span>	<ol><li>court of law</li><li>court</li></ol>			
翻		<span class="tone1">fān</span>	<ol><li>to turn over</li><li>to flip over</li><li>to overturn</li><li>to rummage through</li><li>to translate</li><li>to decode</li><li>to double</li><li>to climb over or into</li><li>to cross</li></ol>			
翻译	翻譯	<span class="tone1">fān</span> <span class="tone4">yì</span>	<ol><li>to translate</li><li>to interpret</li><li>translator</li><li>interpreter</li><li>translation</li><li>interpretation</li></ol>	个|個(<span class="tone4">gè</span>), 位(<span class="tone4">wèi</span>), 名(<span class="tone2">míng</span>)		
烦	煩	<span class="tone2">fán</span>	<ol><li>to feel vexed</li><li>to bother</li><li>to trouble</li><li>superfluous and confusing</li><li>edgy</li></ol>			
反		<span class="tone3">fǎn</span>	<ol><li>contrary</li><li>in reverse</li><li>inside out or upside down</li><li>to reverse</li><li>to return</li><li>to oppose</li><li>opposite</li><li>against</li><li>anti-</li><li>to rebel</li><li>to use analogy</li><li>instead</li></ol>			
反而		<span class="tone3">fǎn</span> <span class="tone2">ér</span>	<ol><li>on the contrary; instead</li></ol>			
反映		<span class="tone3">fǎn</span> <span class="tone4">yìng</span>	<ol><li>to mirror</li><li>to reflect</li><li>mirror image</li><li>reflection</li><li>(fig.) to report</li><li>to make known</li><li>to render</li></ol>			<span class="nobr">反应</span>
方		<span class="tone1">fāng</span>	<ol><li>square</li><li>power or involution (math.)</li><li>upright</li><li>honest</li><li>fair and square</li><li>direction</li><li>side</li><li>party (to a contract, dispute etc)</li><li>place</li><li>method</li><li>prescription (medicine)</li><li>just when</li><li>only or just</li><li>classifier for square things</li></ol>			
方		<span class="tone1">Fāng</span>	<ol><li>surname Fang</li></ol>			
方案		<span class="tone1">fāng</span> <span class="tone4">àn</span>	<ol><li>plan</li><li>program (for action etc)</li><li>proposal</li><li>proposed bill</li></ol>	个|個(<span class="tone4">gè</span>), 套(<span class="tone4">tào</span>)		
方针	方針	<span class="tone1">fāng</span> <span class="tone1">zhēn</span>	<ol><li>policy</li><li>guidelines</li></ol>	个|個(<span class="tone4">gè</span>)		
放松	放鬆	<span class="tone4">fàng</span> <span class="tone1">sōng</span>	<ol><li>to relax; to slacken; to loosen</li></ol>			
非		<span class="tone1">fēi</span>	<ol><li>to not be; not</li><li>wrong; incorrect</li><li>non-; un-; in-; de-</li><li>to reproach; to blame</li><li>(coll.) to insist on; simply must</li></ol>			<span class="nobr">飞</span>
肥		<span class="tone2">féi</span>	<ol><li>fat</li><li>fertile</li><li>loose-fitting or large</li><li>to fertilize</li><li>to become rich by illegal means</li><li>fertilizer</li><li>manure</li></ol>			
分布	分佈	<span class="tone1">fēn</span> <span class="tone4">bù</span>	<ol><li>to scatter</li><li>to distribute</li><li>to be distributed (over an area etc)</li><li>(statistical, geographic) distribution</li></ol>			
分散		<span class="tone1">fēn</span> <span class="tone4">sàn</span>	<ol><li>to scatter</li><li>to disperse</li><li>to distribute</li></ol>			
分手		<span class="tone1">fēn</span> <span class="tone3">shǒu</span>	<ol><li>to part company</li><li>to split up</li><li>to break up</li></ol>			
分为	分為	<span class="tone1">fēn</span> <span class="tone2">wéi</span>	<ol><li>to divide sth into (parts); to subdivide</li></ol>			
分之		<span class="tone1">fēn</span> <span class="tone1">zhī</span>	<ol><li>(indicating a fraction)</li></ol>			
纷纷	紛紛	<span class="tone1">fēn</span> <span class="tone1">fēn</span>	<ol><li>one after another</li><li>in succession</li><li>one by one</li><li>continuously</li><li>diverse</li><li>in profusion</li><li>numerous and confused</li><li>pell-mell</li></ol>			
奋斗	奮鬥	<span class="tone4">fèn</span> <span class="tone4">dòu</span>	<ol><li>to strive; to struggle</li></ol>			
风格	風格	<span class="tone1">fēng</span> <span class="tone2">gé</span>	<ol><li>style</li></ol>			
风景	風景	<span class="tone1">fēng</span> <span class="tone3">jǐng</span>	<ol><li>scenery; landscape</li></ol>	个|個(<span class="tone4">gè</span>)		
风俗	風俗	<span class="tone1">fēng</span> <span class="tone2">sú</span>	<ol><li>social custom</li></ol>	个|個(<span class="tone4">gè</span>)		
封闭	封閉	<span class="tone1">fēng</span> <span class="tone4">bì</span>	<ol><li>to close; to seal off</li><li>to close down (an illegal venue)</li><li>closed (i.e. isolated from outside input)</li></ol>			
否则	否則	<span class="tone3">fǒu</span> <span class="tone2">zé</span>	<ol><li>otherwise; if not; or (else)</li></ol>			
夫妇	夫婦	<span class="tone1">fū</span> <span class="tone4">fù</span>	<ol><li>a (married) couple</li><li>husband and wife</li></ol>	对|對(<span class="tone4">duì</span>)		
夫妻		<span class="tone1">fū</span> <span class="tone1">qī</span>	<ol><li>husband and wife; married couple</li></ol>			
夫人		<span class="tone1">fū</span> <span class="tone5">ren</span>	<ol><li>lady</li><li>madam</li><li>Mrs.</li></ol>	位(<span class="tone4">wèi</span>)		
符号	符號	<span class="tone2">fú</span> <span class="tone4">hào</span>	<ol><li>symbol; mark; sign</li></ol>			
符合		<span class="tone2">fú</span> <span class="tone2">hé</span>	<ol><li>in keeping with</li><li>in accordance with</li><li>tallying with</li><li>in line with</li><li>to agree with</li><li>to accord with</li><li>to conform to</li><li>to correspond with</li><li>to manage</li><li>to handle</li></ol>			
付出		<span class="tone4">fù</span> <span class="tone1">chū</span>	<ol><li>to pay; to expend; to invest (energy or time)</li></ol>			
负担	負擔	<span class="tone4">fù</span> <span class="tone1">dān</span>	<ol><li>to bear (an expense, a responsibility etc)</li><li>burden</li></ol>			
附近		<span class="tone4">fù</span> <span class="tone4">jìn</span>	<ol><li>nearby; neighboring</li><li>(in the) vicinity (of); neighborhood</li></ol>			
复制	複製	<span class="tone4">fù</span> <span class="tone4">zhì</span>	<ol><li>to duplicate</li><li>to make a copy of</li><li>to copy</li><li>to reproduce</li><li>to clone</li></ol>			
改善		<span class="tone3">gǎi</span> <span class="tone4">shàn</span>	<ol><li>to make better; to improve</li></ol>	个|個(<span class="tone4">gè</span>)		
改正		<span class="tone3">gǎi</span> <span class="tone4">zhèng</span>	<ol><li>to correct</li><li>to amend</li><li>to put right</li><li>correction</li></ol>	个|個(<span class="tone4">gè</span>)		
盖	蓋	<span class="tone4">gài</span>	<ol><li>lid</li><li>top</li><li>cover</li><li>canopy</li><li>to cover</li><li>to conceal</li><li>to build</li></ol>			
盖	蓋	<span class="tone3">Gě</span>	<ol><li>surname Ge</li></ol>			
概括		<span class="tone4">gài</span> <span class="tone4">kuò</span>	<ol><li>to summarize; to generalize</li><li>briefly; in broad outline</li></ol>			
感兴趣	感興趣	<span class="tone3">gǎn</span> <span class="tone4">xìng</span> <span class="tone4">qù</span>	<ol><li>to be interested</li></ol>			
高潮		<span class="tone1">gāo</span> <span class="tone2">cháo</span>	<ol><li>high tide; high water</li><li>upsurge; peak of activity</li><li>climax (of a story, a competition etc)</li><li>to have an orgasm</li></ol>			
高价	高價	<span class="tone1">gāo</span> <span class="tone4">jià</span>	<ol><li>high price</li></ol>			
高尚		<span class="tone1">gāo</span> <span class="tone4">shàng</span>	<ol><li>noble</li><li>lofty</li><li>refined</li><li>exquisite</li></ol>			
高铁	高鐵	<span class="tone1">gāo</span> <span class="tone3">tiě</span>	<ol><li>high speed rail</li></ol>			
格外		<span class="tone2">gé</span> <span class="tone4">wài</span>	<ol><li>especially</li><li>particularly</li></ol>			
隔		<span class="tone2">gé</span>	<ol><li>to separate</li><li>to partition</li><li>to stand or lie between</li><li>at a distance from</li><li>after or at an interval of</li></ol>			
隔开	隔開	<span class="tone2">gé</span> <span class="tone1">kāi</span>	<ol><li>to separate</li></ol>			
个别	個別	<span class="tone4">gè</span> <span class="tone2">bié</span>	<ol><li>individually; one by one</li><li>just one or two; exceptional; rare</li></ol>			
个体	個體	<span class="tone4">gè</span> <span class="tone3">tǐ</span>	<ol><li>individual</li></ol>			
各个	各個	<span class="tone4">gè</span> <span class="tone4">gè</span>	<ol><li>every</li><li>various</li><li>separately, one by one</li></ol>			
根		<span class="tone1">gēn</span>	<ol><li>root</li><li>basis</li><li>classifier for long slender objects, e.g. cigarettes, guitar strings</li><li>radical (chemistry)</li></ol>	条|條(<span class="tone2">tiáo</span>)		<span class="nobr">跟</span>
根据	根據	<span class="tone1">gēn</span> <span class="tone4">jù</span>	<ol><li>according to</li><li>based on</li><li>basis</li><li>foundation</li></ol>	个|個(<span class="tone4">gè</span>)		
工程		<span class="tone1">gōng</span> <span class="tone2">chéng</span>	<ol><li>engineering</li><li>an engineering project</li><li>project</li><li>undertaking</li></ol>	个|個(<span class="tone4">gè</span>), 项|項(<span class="tone4">xiàng</span>)		
公元		<span class="tone1">gōng</span> <span class="tone2">yuán</span>	<ol><li>CE (Common Era)</li><li>Christian Era</li><li>AD (Anno Domini)</li></ol>			<span class="nobr">公园</span>
供应	供應	<span class="tone1">gōng</span> <span class="tone4">yìng</span>	<ol><li>to supply</li><li>to provide</li><li>to offer</li></ol>			
共		<span class="tone4">gòng</span>	<ol><li>common</li><li>general</li><li>to share</li><li>together</li><li>total</li><li>altogether</li></ol>			
构成	構成	<span class="tone4">gòu</span> <span class="tone2">chéng</span>	<ol><li>to constitute</li><li>to form</li><li>to compose</li><li>to make up</li><li>to configure (computing)</li></ol>			
构造	構造	<span class="tone4">gòu</span> <span class="tone4">zào</span>	<ol><li>structure</li><li>composition</li><li>tectonic (geology)</li></ol>	个|個(<span class="tone4">gè</span>)		
购买	購買	<span class="tone4">gòu</span> <span class="tone3">mǎi</span>	<ol><li>to purchase; to buy</li></ol>			
购物	購物	<span class="tone4">gòu</span> <span class="tone4">wù</span>	<ol><li>shopping</li></ol>			
骨头	骨頭	<span class="tone3">gǔ</span> <span class="tone5">tou</span>	<ol><li>bone</li><li>moral character</li><li>bitterness</li></ol>	根(<span class="tone1">gēn</span>), 块|塊(<span class="tone4">kuài</span>)	<span class="tone2">gú</span> <span class="tone5">tou</span>	
固定		<span class="tone4">gù</span> <span class="tone4">dìng</span>	<ol><li>to fix</li><li>to fasten</li><li>to set rigidly in place</li><li>fixed</li><li>set</li><li>regular</li></ol>			
瓜		<span class="tone1">guā</span>	<ol><li>melon</li><li>gourd</li><li>squash</li></ol>			
怪		<span class="tone4">guài</span>	<ol><li>bewildering</li><li>odd</li><li>strange</li><li>uncanny</li><li>devil</li><li>monster</li><li>to wonder at</li><li>to blame</li><li>quite</li><li>rather</li></ol>			
关闭	關閉	<span class="tone1">guān</span> <span class="tone4">bì</span>	<ol><li>to close; to shut (a window etc)</li><li>(of a shop, school etc) to shut down</li></ol>			
关于	關於	<span class="tone1">guān</span> <span class="tone2">yú</span>	<ol><li>pertaining to</li><li>concerning</li><li>with regard to</li><li>about</li><li>a matter of</li></ol>			
官		<span class="tone1">guān</span>	<ol><li>government official</li><li>governmental</li><li>official</li><li>public</li><li>organ of the body</li></ol>	个|個(<span class="tone4">gè</span>)		<span class="nobr">关</span>
官		<span class="tone1">Guān</span>	<ol><li>surname Guan</li></ol>			<span class="nobr">关</span>
官方		<span class="tone1">guān</span> <span class="tone1">fāng</span>	<ol><li>government</li><li>official (approved or issued by an authority)</li></ol>			
光临	光臨	<span class="tone1">guāng</span> <span class="tone2">lín</span>	<ol><li>(formal) to honor with one's presence</li><li>to attend</li></ol>			
光盘	光盤	<span class="tone1">guāng</span> <span class="tone2">pán</span>	<ol><li>compact disc (CD); DVD; CD-ROM</li></ol>	片(<span class="tone4">piàn</span>), 张|張(<span class="tone1">zhāng</span>)		
逛		<span class="tone4">guàng</span>	<ol><li>to stroll</li><li>to visit</li></ol>			
归	歸	<span class="tone1">guī</span>	<ol><li>to return</li><li>to go back to</li><li>to give back to</li><li>(of a responsibility) to be taken care of by</li><li>to belong to</li><li>to gather together</li><li>(used between two identical verbs) despite</li><li>to marry (of a woman) (old)</li><li>division on the abacus with a one-digit divisor</li></ol>			
归	歸	<span class="tone1">Guī</span>	<ol><li>surname Gui</li></ol>			
规律	規律	<span class="tone1">guī</span> <span class="tone4">lǜ</span>	<ol><li>rule (e.g. of science)</li><li>law of behavior</li><li>regular pattern</li><li>rhythm</li><li>discipline</li></ol>			
规模	規模	<span class="tone1">guī</span> <span class="tone2">mó</span>	<ol><li>scale</li><li>scope</li><li>extent</li></ol>	个|個(<span class="tone4">gè</span>)		
规则	規則	<span class="tone1">guī</span> <span class="tone2">zé</span>	<ol><li>rule</li><li>regulation</li><li>rules and regulations</li></ol>			
果实	果實	<span class="tone3">guǒ</span> <span class="tone2">shí</span>	<ol><li>fruit (produced by a plant)</li><li>(fig.) fruits (of success etc)</li><li>results</li><li>gains</li></ol>			
过分	過分	<span class="tone4">guò</span> <span class="tone4">fèn</span>	<ol><li>excessive</li><li>undue</li><li>overly</li></ol>			
海水		<span class="tone3">hǎi</span> <span class="tone3">shuǐ</span>	<ol><li>seawater</li></ol>			
海鲜	海鮮	<span class="tone3">hǎi</span> <span class="tone1">xiān</span>	<ol><li>seafood</li></ol>			
含		<span class="tone2">hán</span>	<ol><li>to keep in the mouth</li><li>to contain</li></ol>			
含量		<span class="tone2">hán</span> <span class="tone4">liàng</span>	<ol><li>content</li><li>quantity contained</li></ol>			
含义	含義	<span class="tone2">hán</span> <span class="tone4">yì</span>	<ol><li>meaning (implicit in a phrase)</li><li>implied meaning</li><li>hidden meaning</li><li>hint</li><li>connotation</li></ol>			
含有		<span class="tone2">hán</span> <span class="tone3">yǒu</span>	<ol><li>to contain</li><li>including</li></ol>			
寒假		<span class="tone2">hán</span> <span class="tone4">jià</span>	<ol><li>winter vacation</li></ol>			
寒冷		<span class="tone2">hán</span> <span class="tone3">lěng</span>	<ol><li>cold (climate)</li><li>frigid</li><li>very cold</li></ol>			
行业	行業	<span class="tone2">háng</span> <span class="tone4">yè</span>	<ol><li>trade; profession; industry; business</li></ol>			
航班		<span class="tone2">háng</span> <span class="tone1">bān</span>	<ol><li>(scheduled) flight; (scheduled) sailing</li></ol>			
航空		<span class="tone2">háng</span> <span class="tone1">kōng</span>	<ol><li>aviation</li></ol>			
毫米		<span class="tone2">háo</span> <span class="tone3">mǐ</span>	<ol><li>millimeter</li></ol>			
毫升		<span class="tone2">háo</span> <span class="tone1">shēng</span>	<ol><li>milliliter</li></ol>			
好友		<span class="tone3">hǎo</span> <span class="tone3">yǒu</span>	<ol><li>close friend</li><li>pal</li><li>(social networking website) friend</li></ol>	个|個(<span class="tone4">gè</span>)		
号码	號碼	<span class="tone4">hào</span> <span class="tone3">mǎ</span>	<ol><li>number</li></ol>	堆(<span class="tone1">duī</span>), 个|個(<span class="tone4">gè</span>)		
合同		<span class="tone2">hé</span> <span class="tone5">tong</span>	<ol><li>(business) contract</li></ol>	个|個(<span class="tone4">gè</span>)		
黑暗		<span class="tone1">hēi</span> <span class="tone4">àn</span>	<ol><li>dark</li><li>darkly</li><li>darkness</li></ol>			
红包	紅包	<span class="tone2">hóng</span> <span class="tone1">bāo</span>	<ol><li>money wrapped in red as a gift</li><li>bonus payment</li><li>kickback</li><li>bribe</li></ol>			
后头	後頭	<span class="tone4">hòu</span> <span class="tone5">tou</span>	<ol><li>behind</li><li>the back</li><li>the rear</li><li>later</li><li>afterwards</li><li>(in) the future</li></ol>			
厚		<span class="tone4">hòu</span>	<ol><li>thick</li><li>deep or profound</li><li>kind</li><li>generous</li><li>rich or strong in flavor</li><li>to favor</li><li>to stress</li></ol>			<span class="nobr">后</span>
呼吸		<span class="tone1">hū</span> <span class="tone1">xī</span>	<ol><li>to breathe</li></ol>			
忽视	忽視	<span class="tone1">hū</span> <span class="tone4">shì</span>	<ol><li>to neglect; to overlook; to disregard; to ignore</li></ol>			
户	戶	<span class="tone4">hù</span>	<ol><li>a household</li><li>door</li><li>family</li></ol>			
护士	護士	<span class="tone4">hù</span> <span class="tone5">shi</span>	<ol><li>nurse</li></ol>	个|個(<span class="tone4">gè</span>)		
划		<span class="tone2">huá</span>	<ol><li>to row</li><li>to paddle</li><li>profitable</li><li>worth (the effort)</li><li>it pays (to do sth)</li></ol>			
划	劃	<span class="tone2">huá</span>	<ol><li>to cut</li><li>to slash</li><li>to scratch (cut into the surface of sth)</li><li>to strike (a match)</li></ol>			
划	劃	<span class="tone4">huà</span>	<ol><li>to delimit</li><li>to transfer</li><li>to assign</li><li>to plan</li><li>to draw (a line)</li><li>stroke of a Chinese character</li></ol>			<span class="nobr">化</span> <span class="nobr">画</span> <span class="nobr">话</span>
怀念	懷念	<span class="tone2">huái</span> <span class="tone4">niàn</span>	<ol><li>to cherish the memory of</li><li>to think of</li><li>to reminisce</li></ol>			
怀疑	懷疑	<span class="tone2">huái</span> <span class="tone2">yí</span>	<ol><li>to doubt (sth); to be skeptical of</li><li>to have one's doubts; to harbor suspicions; to suspect that</li></ol>			
缓解	緩解	<span class="tone3">huǎn</span> <span class="tone3">jiě</span>	<ol><li>to bring relief</li><li>to alleviate (a crisis)</li><li>to dull (a pain)</li></ol>			
黄瓜	黃瓜	<span class="tone2">huáng</span> <span class="tone1">guā</span>	<ol><li>cucumber</li></ol>	条|條(<span class="tone2">tiáo</span>)		
黄金	黃金	<span class="tone2">huáng</span> <span class="tone1">jīn</span>	<ol><li>gold</li><li>golden (opportunity)</li><li>prime (time)</li></ol>			
回复	回復	<span class="tone2">huí</span> <span class="tone4">fù</span>	<ol><li>to reply</li><li>to recover</li><li>to return (to a previous condition)</li><li>Re: in reply to (email)</li></ol>			
汇	匯	<span class="tone4">huì</span>	<ol><li>to remit</li><li>to converge (of rivers)</li><li>to exchange</li></ol>			<span class="nobr">会</span>
汇	彙	<span class="tone4">huì</span>	<ol><li>class</li><li>collection</li></ol>			<span class="nobr">会</span>
汇报	匯報	<span class="tone4">huì</span> <span class="tone4">bào</span>	<ol><li>to report</li><li>to give an account of</li><li>to collect information and report back</li></ol>			
汇报	彙報	<span class="tone4">huì</span> <span class="tone4">bào</span>	<ol><li>to report</li><li>to give an account of</li><li>report</li></ol>			
汇率	匯率	<span class="tone4">huì</span> <span class="tone4">lǜ</span>	<ol><li>exchange rate</li></ol>			
婚礼	婚禮	<span class="tone1">hūn</span> <span class="tone3">lǐ</span>	<ol><li>wedding ceremony</li><li>wedding</li></ol>	场|場(<span class="tone3">chǎng</span>)		
伙	夥	<span class="tone3">huǒ</span>	<ol><li>companion</li><li>partner</li><li>group</li><li>classifier for groups of people</li><li>to combine</li><li>together</li></ol>			<span class="nobr">火</span>
伙		<span class="tone3">huǒ</span>	<ol><li>meals (abbr. for 伙食)</li></ol>			<span class="nobr">火</span>
伙伴		<span class="tone3">huǒ</span> <span class="tone4">bàn</span>	<ol><li>partner</li><li>companion</li><li>comrade</li></ol>			
