#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
复苏	復甦	<span class="tone4">fù</span> <span class="tone1">sū</span>	<ol><li>to recover (health, economic)</li><li>to resuscitate</li><li>anabiosis</li></ol>			
复苏	復蘇	<span class="tone4">fù</span> <span class="tone1">sū</span>	<ol><li>to recover (health, economic)</li><li>to resuscitate</li><li>anabiosis</li></ol>			
副		<span class="tone4">fù</span>	<ol><li>secondary</li><li>auxiliary</li><li>deputy</li><li>assistant</li><li>vice-</li><li>classifier for pairs, sets of things & facial expressions</li></ol>			<span class="nobr">付</span> <span class="nobr">富</span> <span class="nobr">服</span> <span class="nobr">负</span>
富人		<span class="tone4">fù</span> <span class="tone2">rén</span>	<ol><li>rich person</li><li>the rich</li></ol>			
富有		<span class="tone4">fù</span> <span class="tone3">yǒu</span>	<ol><li>rich; wealthy; affluent</li><li>to be rich in; to be replete with</li></ol>			
改装	改裝	<span class="tone3">gǎi</span> <span class="tone1">zhuāng</span>	<ol><li>to change one's costume</li><li>to repackage</li><li>to remodel</li><li>to refit</li><li>to modify</li><li>to convert</li></ol>			
干涉		<span class="tone1">gān</span> <span class="tone4">shè</span>	<ol><li>to interfere</li><li>to meddle</li><li>interference</li></ol>			
肝		<span class="tone1">gān</span>	<ol><li>liver</li><li>(slang) to put in long hours, typically late into the night, playing (a video game)</li><li>(of a video game) involving a lot of repetition in order to progress; grindy</li></ol>	叶|葉(<span class="tone4">yè</span>), 个|個(<span class="tone4">gè</span>)		<span class="nobr">干</span>
杆	桿	<span class="tone3">gǎn</span>	<ol><li>stick</li><li>pole</li><li>lever</li><li>classifier for long objects such as guns</li></ol>			<span class="nobr">敢</span> <span class="nobr">赶</span>
杆		<span class="tone1">gān</span>	<ol><li>pole</li></ol>	条|條(<span class="tone2">tiáo</span>), 根(<span class="tone1">gēn</span>)		<span class="nobr">干</span> <span class="nobr">肝</span>
赶不上	趕不上	<span class="tone3">gǎn</span> <span class="tone4">bù</span> <span class="tone4">shàng</span>	<ol><li>can't keep up with</li><li>can't catch up with</li><li>cannot overtake</li></ol>			
赶忙	趕忙	<span class="tone3">gǎn</span> <span class="tone2">máng</span>	<ol><li>to hurry</li><li>to hasten</li><li>to make haste</li></ol>			
赶上	趕上	<span class="tone3">gǎn</span> <span class="tone4">shàng</span>	<ol><li>to keep up with</li><li>to catch up with</li><li>to overtake</li><li>to chance upon</li><li>in time for</li></ol>			
敢于	敢於	<span class="tone3">gǎn</span> <span class="tone2">yú</span>	<ol><li>to have the courage to do sth</li><li>to dare to</li><li>bold in</li></ol>			
感人		<span class="tone3">gǎn</span> <span class="tone2">rén</span>	<ol><li>touching; moving</li></ol>			
刚好	剛好	<span class="tone1">gāng</span> <span class="tone3">hǎo</span>	<ol><li>just</li><li>exactly</li><li>to happen to be</li></ol>			
岗位	崗位	<span class="tone3">gǎng</span> <span class="tone4">wèi</span>	<ol><li>a post; a job</li></ol>			
港口		<span class="tone3">gǎng</span> <span class="tone3">kǒu</span>	<ol><li>port</li><li>harbor</li></ol>			
高层	高層	<span class="tone1">gāo</span> <span class="tone2">céng</span>	<ol><li>high-rise</li><li>high level; high class</li></ol>			
高档	高檔	<span class="tone1">gāo</span> <span class="tone4">dàng</span>	<ol><li>superior quality</li><li>high grade</li><li>top grade</li></ol>			
高等		<span class="tone1">gāo</span> <span class="tone3">děng</span>	<ol><li>high-level</li><li>higher (animals, education etc)</li><li>advanced (math etc)</li></ol>			
高峰		<span class="tone1">gāo</span> <span class="tone1">fēng</span>	<ol><li>peak</li><li>summit</li><li>height</li></ol>			
高考		<span class="tone1">gāo</span> <span class="tone3">kǎo</span>	<ol><li>college entrance exam (especially as abbr. for 普通高等學校招生全國統一考試｜普通高等学校招生全国统一考试)</li><li>(Tw) entrance exam for senior government service posts (abbr. for 公務人員高等考試｜公务人员高等考试)</li></ol>			
高科技		<span class="tone1">gāo</span> <span class="tone1">kē</span> <span class="tone4">jì</span>	<ol><li>high tech; high technology</li></ol>			
高手		<span class="tone1">gāo</span> <span class="tone3">shǒu</span>	<ol><li>expert</li><li>past master</li><li>dab hand</li></ol>			
稿子		<span class="tone3">gǎo</span> <span class="tone5">zi</span>	<ol><li>draft of a document</li><li>script</li><li>manuscript</li><li>mental plan</li><li>precedent</li></ol>			
歌唱		<span class="tone1">gē</span> <span class="tone4">chàng</span>	<ol><li>to sing</li></ol>			
歌词	歌詞	<span class="tone1">gē</span> <span class="tone2">cí</span>	<ol><li>song lyric</li><li>lyrics</li></ol>			
歌星		<span class="tone1">gē</span> <span class="tone1">xīng</span>	<ol><li>singing star</li><li>famous singer</li></ol>			
革新		<span class="tone2">gé</span> <span class="tone1">xīn</span>	<ol><li>to innovate</li><li>innovation</li></ol>			
更是		<span class="tone4">gèng</span> <span class="tone4">shì</span>	<ol><li>even more (so)</li></ol>			
工商		<span class="tone1">gōng</span> <span class="tone1">shāng</span>	<ol><li>industry and commerce</li></ol>			
公		<span class="tone1">gōng</span>	<ol><li>public</li><li>collectively owned</li><li>common</li><li>international (e.g. high seas, metric system, calendar)</li><li>make public</li><li>fair</li><li>just</li><li>Duke, highest of five orders of nobility 五等爵位</li><li>honorable (gentlemen)</li><li>father-in-law</li><li>male (animal)</li></ol>			
公安		<span class="tone1">gōng</span> <span class="tone1">ān</span>	<ol><li>(Ministry of) Public Security</li><li>public safety</li><li>public security</li></ol>			
公鸡	公雞	<span class="tone1">gōng</span> <span class="tone1">jī</span>	<ol><li>cock; rooster</li></ol>			
公众	公眾	<span class="tone1">gōng</span> <span class="tone4">zhòng</span>	<ol><li>public</li></ol>			
公主		<span class="tone1">gōng</span> <span class="tone3">zhǔ</span>	<ol><li>princess</li></ol>			
攻击	攻擊	<span class="tone1">gōng</span> <span class="tone1">jī</span>	<ol><li>to attack</li><li>to accuse</li><li>to charge</li><li>an attack (terrorist or military)</li></ol>			<span class="nobr">公鸡</span>
供给	供給	<span class="tone1">gōng</span> <span class="tone3">jǐ</span>	<ol><li>to furnish</li><li>to provide</li><li>supply (as in supply and demand)</li></ol>			
宫	宮	<span class="tone1">gōng</span>	<ol><li>palace</li><li>temple</li><li>castration (as corporal punishment)</li><li>first note in pentatonic scale</li></ol>			<span class="nobr">公</span>
宫	宮	<span class="tone1">Gōng</span>	<ol><li>surname Gong</li></ol>			
巩固	鞏固	<span class="tone3">gǒnggù</span>	<ol><li>to consolidate; to strengthen</li><li>firm; solid; stable</li></ol>			
贡献	貢獻	<span class="tone4">gòng</span> <span class="tone4">xiàn</span>	<ol><li>to contribute</li><li>to dedicate</li><li>to devote</li><li>contribution</li></ol>	个|個(<span class="tone4">gè</span>)		
构建	構建	<span class="tone4">gòu</span> <span class="tone4">jiàn</span>	<ol><li>to construct (sth abstract)</li></ol>			
孤独	孤獨	<span class="tone1">gū</span> <span class="tone2">dú</span>	<ol><li>lonely</li><li>solitary</li></ol>			
孤儿	孤兒	<span class="tone1">gū</span> <span class="tone2">ér</span>	<ol><li>orphan</li></ol>			
姑姑		<span class="tone1">gū</span> <span class="tone5">gu</span>	<ol><li>paternal aunt</li></ol>	个|個(<span class="tone4">gè</span>)		
古典		<span class="tone3">gǔ</span> <span class="tone3">diǎn</span>	<ol><li>classical</li></ol>			
股		<span class="tone3">gǔ</span>	<ol><li>thigh</li><li>part of a whole; portion of a sum</li><li>(stock) share</li><li>strand of a thread</li><li>low-level administrative unit, translated as "section" or "department" etc, ranked below 科</li><li>classifier for long winding things like ropes, rivers etc</li><li>classifier for smoke, smells etc: thread, puff, whiff</li><li>classifier for bands of people, gangs etc</li><li>classifier for sudden forceful actions</li></ol>			<span class="nobr">古</span> <span class="nobr">鼓</span>
股东	股東	<span class="tone3">gǔ</span> <span class="tone1">dōng</span>	<ol><li>shareholder</li><li>stockholder</li></ol>			
股票		<span class="tone3">gǔ</span> <span class="tone4">piào</span>	<ol><li>share certificate</li><li>stock (finance)</li></ol>			
故障		<span class="tone4">gù</span> <span class="tone4">zhàng</span>	<ol><li>malfunction</li><li>breakdown</li><li>defect</li><li>shortcoming</li><li>fault</li><li>failure</li><li>impediment</li><li>error</li><li>bug (in software)</li></ol>			
顾	顧	<span class="tone4">gù</span>	<ol><li>to look after; to take into consideration; to attend to</li></ol>			
顾	顧	<span class="tone4">Gù</span>	<ol><li>surname Gu</li></ol>			
刮		<span class="tone1">guā</span>	<ol><li>to scrape</li><li>to blow</li><li>to shave</li><li>to plunder</li><li>to extort</li></ol>			<span class="nobr">瓜</span>
刮	颳	<span class="tone1">guā</span>	<ol><li>to blow (of the wind)</li></ol>			<span class="nobr">瓜</span>
拐	枴	<span class="tone3">guǎi</span>	<ol><li>cane</li><li>walking stick</li><li>crutch</li><li>old man's staff</li></ol>			
拐		<span class="tone3">guǎi</span>	<ol><li>to turn (a corner etc)</li><li>to kidnap</li><li>to swindle</li><li>to misappropriate</li><li>seven (used as a substitute for 七)</li></ol>			
关爱	關愛	<span class="tone1">guān</span> <span class="tone4">ài</span>	<ol><li>to show concern and care for</li></ol>			
关联	關聯	<span class="tone1">guān</span> <span class="tone2">lián</span>	<ol><li>to be related; to be connected</li><li>relationship; connection</li></ol>			
观光	觀光	<span class="tone1">guān</span> <span class="tone1">guāng</span>	<ol><li>to tour</li><li>sightseeing</li><li>tourism</li></ol>			
官司		<span class="tone1">guān</span> <span class="tone5">si</span>	<ol><li>lawsuit</li></ol>	场|場(<span class="tone2">cháng</span>)		
管道		<span class="tone3">guǎn</span> <span class="tone4">dào</span>	<ol><li>tubing</li><li>pipeline</li><li>(fig.) channel</li><li>means</li></ol>			
光辉	光輝	<span class="tone1">guāng</span> <span class="tone1">huī</span>	<ol><li>radiance</li><li>glory</li><li>brilliant</li><li>magnificent</li></ol>			
广阔	廣闊	<span class="tone3">guǎng</span> <span class="tone4">kuò</span>	<ol><li>wide</li><li>vast</li></ol>			
轨道	軌道	<span class="tone3">guǐ</span> <span class="tone4">dào</span>	<ol><li>track (for trains etc)</li><li>orbit (of a satellite)</li><li>(fig.) a person's established path in life</li><li>desired trajectory (of a business or other endeavor)</li><li>(audio engineering) track</li><li>(quantum mechanics) orbital</li></ol>			
跪		<span class="tone4">guì</span>	<ol><li>to kneel</li></ol>			<span class="nobr">贵</span>
国产	國產	<span class="tone2">guó</span> <span class="tone3">chǎn</span>	<ol><li>domestically produced</li></ol>			
国歌	國歌	<span class="tone2">guó</span> <span class="tone1">gē</span>	<ol><li>national anthem</li></ol>			
国会	國會	<span class="tone2">Guó</span> <span class="tone4">huì</span>	<ol><li>Parliament (UK)</li><li>Congress (US)</li><li>Diet (Japan)</li><li>Legislative Yuan (Taiwan)</li></ol>			
国旗	國旗	<span class="tone2">guó</span> <span class="tone2">qí</span>	<ol><li>flag (of a country)</li></ol>	面(<span class="tone4">miàn</span>)		
国王	國王	<span class="tone2">guó</span> <span class="tone2">wáng</span>	<ol><li>king</li></ol>	个|個(<span class="tone4">gè</span>)		
果酱	果醬	<span class="tone3">guǒ</span> <span class="tone4">jiàng</span>	<ol><li>jam</li></ol>			
果树	果樹	<span class="tone3">guǒ</span> <span class="tone4">shù</span>	<ol><li>fruit tree</li></ol>	棵(<span class="tone1">kē</span>)		
过渡	過渡	<span class="tone4">guò</span> <span class="tone4">dù</span>	<ol><li>to cross over (by ferry)</li><li>transition</li><li>interim</li><li>caretaker (administration)</li></ol>			<span class="nobr">过度</span>
过后	過後	<span class="tone4">guò</span> <span class="tone4">hòu</span>	<ol><li>after the event</li></ol>			
过时	過時	<span class="tone4">guò</span> <span class="tone2">shí</span>	<ol><li>old-fashioned</li><li>out of date</li><li>to be later than the time stipulated or agreed upon</li></ol>			
海报	海報	<span class="tone3">hǎi</span> <span class="tone4">bào</span>	<ol><li>poster</li><li>playbill</li><li>notice</li></ol>			
海底		<span class="tone3">hǎi</span> <span class="tone3">dǐ</span>	<ol><li>seabed</li><li>seafloor</li><li>bottom of the ocean</li></ol>			
海军	海軍	<span class="tone3">hǎi</span> <span class="tone1">jūn</span>	<ol><li>navy</li></ol>			
海浪		<span class="tone3">hǎi</span> <span class="tone4">làng</span>	<ol><li>sea wave</li></ol>			
海外		<span class="tone3">hǎi</span> <span class="tone4">wài</span>	<ol><li>overseas; abroad</li></ol>			
海湾	海灣	<span class="tone3">hǎi</span> <span class="tone1">wān</span>	<ol><li>bay</li><li>gulf</li></ol>			
海湾	海灣	<span class="tone3">Hǎi</span> <span class="tone1">wān</span>	<ol><li>(Persian) Gulf</li></ol>			
海洋		<span class="tone3">hǎi</span> <span class="tone2">yáng</span>	<ol><li>ocean</li></ol>	个|個(<span class="tone4">gè</span>)		
好容易		<span class="tone3">hǎo</span> <span class="tone2">róng</span> <span class="tone4">yì</span>	<ol><li>(idiomatic usage) with great difficulty</li><li>to have a hard time (convincing sb, relinquishing sth etc)</li><li>(literal usage) so easy</li></ol>			
好似		<span class="tone3">hǎo</span> <span class="tone4">sì</span>	<ol><li>to seem</li><li>to be like</li></ol>			
好转	好轉	<span class="tone3">hǎo</span> <span class="tone3">zhuǎn</span>	<ol><li>to improve</li><li>to take a turn for the better</li><li>improvement</li></ol>			
好学	好學	<span class="tone4">hào</span> <span class="tone2">xué</span>	<ol><li>eager to study</li><li>studious</li><li>erudite</li></ol>			
好学	好學	<span class="tone3">hǎo</span> <span class="tone2">xué</span>	<ol><li>easy to learn</li></ol>			
合约	合約	<span class="tone2">hé</span> <span class="tone1">yuē</span>	<ol><li>treaty</li><li>contract</li></ol>			
和谐	和諧	<span class="tone2">hé</span> <span class="tone2">xié</span>	<ol><li>harmonious</li><li>harmony</li><li>(euphemism) to censor</li></ol>			
核心		<span class="tone2">hé</span> <span class="tone1">xīn</span>	<ol><li>core; nucleus</li></ol>			
黑夜		<span class="tone1">hēi</span> <span class="tone4">yè</span>	<ol><li>night</li></ol>			
狠		<span class="tone3">hěn</span>	<ol><li>ruthless; fierce; ferocious</li><li>determined; resolute</li><li>to harden (one's heart)</li><li>old variant of 很</li></ol>			<span class="nobr">很</span>
横	橫	<span class="tone2">héng</span>	<ol><li>horizontal</li><li>across</li><li>crosswise</li><li>horizontal stroke (in Chinese characters)</li><li>to place (sth) flat (on a surface)</li><li>to cross (a river, etc)</li><li>in a jumble</li><li>chaotic</li><li>(in fixed expressions) harsh and unreasonable</li><li>violent</li></ol>			
横	橫	<span class="tone4">hèng</span>	<ol><li>harsh and unreasonable</li><li>unexpected</li></ol>			
衡量		<span class="tone2">héng</span> <span class="tone2">liáng</span>	<ol><li>to weigh</li><li>to examine</li><li>to consider</li></ol>			
宏大		<span class="tone2">hóng</span> <span class="tone4">dà</span>	<ol><li>great; grand</li></ol>			
洪水		<span class="tone2">hóng</span> <span class="tone3">shuǐ</span>	<ol><li>deluge; flood</li></ol>			
忽略		<span class="tone1">hū</span> <span class="tone4">lüè</span>	<ol><li>to neglect; to overlook; to ignore</li></ol>			
壶	壺	<span class="tone2">hú</span>	<ol><li>pot</li><li>classifier for bottled liquid</li></ol>			<span class="nobr">和</span> <span class="nobr">湖</span>
互动	互動	<span class="tone4">hù</span> <span class="tone4">dòng</span>	<ol><li>to interact</li><li>interactive</li></ol>			
户外	戶外	<span class="tone4">hù</span> <span class="tone4">wài</span>	<ol><li>outdoor</li></ol>			
护	護	<span class="tone4">hù</span>	<ol><li>to protect</li></ol>			<span class="nobr">户</span>
花费	花費	<span class="tone1">huā</span> <span class="tone4">fèi</span>	<ol><li>expense</li><li>cost</li><li>to spend (time or money)</li><li>expenditure</li></ol>			
花瓶		<span class="tone1">huā</span> <span class="tone2">píng</span>	<ol><li>flower vase</li><li>(fig.) female employee considered to be just a pretty face (attractive but not very competent)</li></ol>			
花生		<span class="tone1">huā</span> <span class="tone1">shēng</span>	<ol><li>peanut</li><li>groundnut</li></ol>	粒(<span class="tone4">lì</span>)		
化解		<span class="tone4">huà</span> <span class="tone3">jiě</span>	<ol><li>to dissolve</li><li>to resolve (contradictions)</li><li>to dispel (doubts)</li><li>to iron out (difficulties)</li><li>to defuse (conflicts)</li><li>to neutralize (fears)</li></ol>			
幻想		<span class="tone4">huàn</span> <span class="tone3">xiǎng</span>	<ol><li>to fantasize; to imagine</li><li>an illusion; a fantasy</li></ol>			
患者		<span class="tone4">huàn</span> <span class="tone3">zhě</span>	<ol><li>patient; sufferer</li></ol>			
皇帝		<span class="tone2">huáng</span> <span class="tone4">dì</span>	<ol><li>emperor</li></ol>	个|個(<span class="tone4">gè</span>)		
回应	回應	<span class="tone2">huí</span> <span class="tone4">yìng</span>	<ol><li>to respond</li><li>response</li></ol>			
毁	毀	<span class="tone3">huǐ</span>	<ol><li>to destroy; to ruin</li><li>to defame; to slander</li></ol>			
毁	燬	<span class="tone3">huǐ</span>	<ol><li>to destroy by fire</li></ol>			
毁	譭	<span class="tone3">huǐ</span>	<ol><li>to defame</li><li>to slander</li></ol>			
会见	會見	<span class="tone4">huì</span> <span class="tone4">jiàn</span>	<ol><li>to meet with (sb who is paying a visit)</li></ol>	次(<span class="tone4">cì</span>)		
会长	會長	<span class="tone4">huì</span> <span class="tone3">zhǎng</span>	<ol><li>president of a club, committee etc</li></ol>			
绘画	繪畫	<span class="tone4">huì</span> <span class="tone4">huà</span>	<ol><li>to draw; to paint</li></ol>			
昏		<span class="tone1">hūn</span>	<ol><li>muddle-headed</li><li>twilight</li><li>to faint</li><li>to lose consciousness</li></ol>			
昏	昬	<span class="tone1">hūn</span>	<ol><li>old variant of 昏</li></ol>			
混		<span class="tone4">hùn</span>	<ol><li>to mix</li><li>to mingle</li><li>muddled</li><li>to drift along</li><li>to muddle along</li><li>to pass for</li><li>to get along with sb</li><li>thoughtless</li><li>reckless</li></ol>			
混		<span class="tone2">hún</span>	<ol><li>muddy; turbid (variant of 渾｜浑)</li><li>brainless; foolish (variant of 渾｜浑)</li></ol>		<span class="tone4">hùn</span>	
混合		<span class="tone4">hùn</span> <span class="tone2">hé</span>	<ol><li>to mix; to blend</li><li>hybrid; composite</li></ol>			
混乱	混亂	<span class="tone4">hùn</span> <span class="tone4">luàn</span>	<ol><li>confusion</li><li>chaos</li><li>disorder</li></ol>			
活跃	活躍	<span class="tone2">huó</span> <span class="tone4">yuè</span>	<ol><li>active</li><li>lively</li><li>excited</li><li>to enliven</li><li>to brighten up</li></ol>			
火箭		<span class="tone3">huǒ</span> <span class="tone4">jiàn</span>	<ol><li>rocket</li></ol>	枚(<span class="tone2">méi</span>)		
机动车	機動車	<span class="tone1">jī</span> <span class="tone4">dòng</span> <span class="tone1">chē</span>	<ol><li>motor vehicle</li></ol>			
机关	機關	<span class="tone1">jī</span> <span class="tone1">guān</span>	<ol><li>mechanism; gear</li><li>machine-operated</li><li>office; agency; organ; organization; establishment; institution; body</li><li>stratagem; scheme; intrigue; plot; trick</li></ol>	个|個(<span class="tone4">gè</span>)		
机械	機械	<span class="tone1">jī</span> <span class="tone4">xiè</span>	<ol><li>machine</li><li>machinery</li><li>mechanical</li><li>(old) cunning</li><li>scheming</li></ol>			
基督教		<span class="tone1">Jī</span> <span class="tone1">dū</span> <span class="tone4">jiào</span>	<ol><li>Christianity</li><li>Christian</li></ol>			
激情		<span class="tone1">jī</span> <span class="tone2">qíng</span>	<ol><li>passion</li><li>fervor</li><li>enthusiasm</li><li>strong emotion</li></ol>			
吉利		<span class="tone2">jí</span> <span class="tone4">lì</span>	<ol><li>auspicious</li><li>lucky</li><li>propitious</li></ol>			
吉利		<span class="tone2">Jí</span> <span class="tone4">lì</span>	<ol><li>Geely, Chinese car make</li></ol>			
吉祥		<span class="tone2">jí</span> <span class="tone2">xiáng</span>	<ol><li>lucky</li><li>auspicious</li><li>propitious</li></ol>			
极端	極端	<span class="tone2">jí</span> <span class="tone1">duān</span>	<ol><li>extreme</li></ol>			
急救		<span class="tone2">jí</span> <span class="tone4">jiù</span>	<ol><li>to give emergency treatment</li><li>first aid</li></ol>			
疾病		<span class="tone2">jí</span> <span class="tone4">bìng</span>	<ol><li>disease; sickness; ailment</li></ol>			
集		<span class="tone2">jí</span>	<ol><li>to gather</li><li>to collect</li><li>collected works</li><li>classifier for sections of a TV series etc: episode</li></ol>			<span class="nobr">急</span> <span class="nobr">极</span> <span class="nobr">级</span>
给予	給予	<span class="tone3">jǐ</span> <span class="tone3">yǔ</span>	<ol><li>(literary) to give; to accord; to render</li></ol>			
加盟		<span class="tone1">jiā</span> <span class="tone2">méng</span>	<ol><li>to become a member of an alliance or union</li><li>to align</li><li>to join</li><li>participate</li></ol>			
家电	家電	<span class="tone1">jiā</span> <span class="tone4">diàn</span>	<ol><li>household electric appliance</li></ol>			
家园	家園	<span class="tone1">jiā</span> <span class="tone2">yuán</span>	<ol><li>home</li><li>homeland</li></ol>			
嘉宾	嘉賓	<span class="tone1">jiā</span> <span class="tone1">bīn</span>	<ol><li>esteemed guest</li><li>honored guest</li><li>guest (on a show)</li></ol>			
假日		<span class="tone4">jià</span> <span class="tone4">rì</span>	<ol><li>a holiday; a day off</li></ol>			
尖		<span class="tone1">jiān</span>	<ol><li>pointed; tapering; sharp</li><li>(of a sound) shrill; piercing</li><li>(of one's hearing, sight etc) sharp; acute; keen</li><li>to make (one's voice) shrill</li><li>sharp point; tip</li><li>the best of sth; the cream of the crop</li></ol>			<span class="nobr">浅</span> <span class="nobr">肩</span> <span class="nobr">间</span>
监测	監測	<span class="tone1">jiān</span> <span class="tone4">cè</span>	<ol><li>to monitor</li></ol>			
监督	監督	<span class="tone1">jiān</span> <span class="tone1">dū</span>	<ol><li>to control</li><li>to supervise</li><li>to inspect</li></ol>			
捡	撿	<span class="tone3">jiǎn</span>	<ol><li>to pick up; to collect; to gather</li></ol>			<span class="nobr">减</span> <span class="nobr">剪</span>
简介	簡介	<span class="tone3">jiǎn</span> <span class="tone4">jiè</span>	<ol><li>summary</li><li>brief introduction</li></ol>			
剑	劍	<span class="tone4">jiàn</span>	<ol><li>double-edged sword</li><li>classifier for blows of a sword</li></ol>	口(<span class="tone3">kǒu</span>), 把(<span class="tone3">bǎ</span>)		<span class="nobr">件</span> <span class="nobr">建</span> <span class="nobr">见</span> <span class="nobr">键</span> <span class="nobr">间</span>
鉴定	鑑定	<span class="tone4">jiàn</span> <span class="tone4">dìng</span>	<ol><li>to appraise</li><li>to identify</li><li>to evaluate</li></ol>			
箭		<span class="tone4">jiàn</span>	<ol><li>arrow</li></ol>	支(<span class="tone1">zhī</span>)		<span class="nobr">件</span> <span class="nobr">剑</span> <span class="nobr">建</span> <span class="nobr">见</span> <span class="nobr">键</span> <span class="nobr">间</span>
将军	將軍	<span class="tone1">jiāng</span> <span class="tone1">jūn</span>	<ol><li>general</li><li>high-ranking military officer</li><li>to check or checkmate</li><li>fig. to embarrass</li><li>to challenge</li><li>to put sb on the spot</li></ol>			
将军	將軍	<span class="tone1">Jiāng</span> <span class="tone1">jūn</span>	<ol><li>(common place name)</li></ol>			
讲课	講課	<span class="tone3">jiǎng</span> <span class="tone4">kè</span>	<ol><li>teach</li><li>lecture</li></ol>			
酱	醬	<span class="tone4">jiàng</span>	<ol><li>thick paste of fermented soybean</li><li>marinated in soy paste</li><li>paste</li><li>jam</li></ol>			<span class="nobr">将</span> <span class="nobr">强</span> <span class="nobr">降</span>
酱油	醬油	<span class="tone4">jiàng</span> <span class="tone2">yóu</span>	<ol><li>soy sauce</li></ol>			
骄傲	驕傲	<span class="tone1">jiāo</span> <span class="tone4">ào</span>	<ol><li>pride</li><li>arrogance</li><li>conceited</li><li>proud of sth</li></ol>			
焦点	焦點	<span class="tone1">jiāo</span> <span class="tone3">diǎn</span>	<ol><li>focal point; focus (lit. and fig.)</li></ol>			
脚印	腳印	<span class="tone3">jiǎo</span> <span class="tone4">yìn</span>	<ol><li>footprint</li></ol>			
觉	覺	<span class="tone4">jiào</span>	<ol><li>a nap</li><li>a sleep</li></ol>	场|場(<span class="tone2">cháng</span>)		<span class="nobr">叫</span> <span class="nobr">教</span> <span class="nobr">较</span>
觉	覺	<span class="tone2">jué</span>	<ol><li>to feel</li><li>to find that</li><li>thinking</li><li>awake</li><li>aware</li></ol>			<span class="nobr">脚</span> <span class="nobr">角</span>
教堂		<span class="tone4">jiào</span> <span class="tone2">táng</span>	<ol><li>church</li><li>chapel</li></ol>	间|間(<span class="tone1">jiān</span>)		
教育部		<span class="tone4">Jiào</span> <span class="tone4">yù</span> <span class="tone4">bù</span>	<ol><li>Ministry of Education</li></ol>			
接收		<span class="tone1">jiē</span> <span class="tone1">shōu</span>	<ol><li>reception (of transmitted signal)</li><li>to receive</li><li>to accept</li><li>to admit</li><li>to take over (e.g. a factory)</li><li>to expropriate</li></ol>			
揭		<span class="tone1">jiē</span>	<ol><li>to take the lid off</li><li>to expose</li><li>to unmask</li></ol>			<span class="nobr">接</span> <span class="nobr">结</span> <span class="nobr">节</span> <span class="nobr">街</span>
揭		<span class="tone1">Jiē</span>	<ol><li>surname Jie</li></ol>			
街头	街頭	<span class="tone1">jiē</span> <span class="tone2">tóu</span>	<ol><li>street</li></ol>			
节假日	節假日	<span class="tone2">jié</span> <span class="tone4">jià</span> <span class="tone4">rì</span>	<ol><li>public holiday</li></ol>			
节能	節能	<span class="tone2">jiénéng</span>	<ol><li>to conserve energy; to minimize energy consumption</li></ol>			
节奏	節奏	<span class="tone2">jié</span> <span class="tone4">zòu</span>	<ol><li>rhythm</li><li>tempo</li><li>musical pulse</li><li>cadence</li><li>beat</li></ol>			
杰出	傑出	<span class="tone2">jié</span> <span class="tone1">chū</span>	<ol><li>outstanding</li><li>distinguished</li><li>remarkable</li><li>prominent</li><li>illustrious</li></ol>			
截止		<span class="tone2">jié</span> <span class="tone3">zhǐ</span>	<ol><li>to close</li><li>to stop</li><li>to put a stop to sth</li><li>cut-off point</li><li>stopping point</li><li>deadline</li></ol>			
截至		<span class="tone2">jié</span> <span class="tone4">zhì</span>	<ol><li>up to (a time)</li><li>by (a time)</li></ol>			
解		<span class="tone3">jiě</span>	<ol><li>to divide</li><li>to break up</li><li>to split</li><li>to separate</li><li>to dissolve</li><li>to solve</li><li>to melt</li><li>to remove</li><li>to untie</li><li>to loosen</li><li>to open</li><li>to emancipate</li><li>to explain</li><li>to understand</li><li>to know</li><li>a solution</li><li>a dissection</li></ol>			<span class="nobr">姐</span>
解		<span class="tone4">Xiè</span>	<ol><li>surname Xie</li></ol>			
解		<span class="tone4">jiè</span>	<ol><li>to transport under guard</li></ol>			<span class="nobr">借</span> <span class="nobr">届</span> <span class="nobr">戒</span>
解		<span class="tone4">xiè</span>	<ol><li>acrobatic display (esp. on horseback) (old)</li></ol>			
解说	解說	<span class="tone3">jiě</span> <span class="tone1">shuō</span>	<ol><li>to explain (verbally); to give a running commentary</li></ol>			
界		<span class="tone4">jiè</span>	<ol><li>(bound form) boundary; border</li><li>(bound form) realm</li></ol>			<span class="nobr">借</span> <span class="nobr">届</span> <span class="nobr">戒</span> <span class="nobr">解</span>
借鉴	借鑒	<span class="tone4">jiè</span> <span class="tone4">jiàn</span>	<ol><li>to draw on (others' experience)</li><li>to learn from (how others do things)</li><li>lesson to be learned (by observing others)</li></ol>			
金额	金額	<span class="tone1">jīn</span> <span class="tone2">é</span>	<ol><li>sum of money</li><li>monetary value</li></ol>			
金钱	金錢	<span class="tone1">jīn</span> <span class="tone2">qián</span>	<ol><li>money</li><li>currency</li></ol>			
金融		<span class="tone1">jīn</span> <span class="tone2">róng</span>	<ol><li>banking</li><li>finance</li><li>financial</li></ol>			
尽	盡	<span class="tone4">jìn</span>	<ol><li>to use up</li><li>to exhaust</li><li>to end</li><li>to finish</li><li>to the utmost</li><li>exhausted</li><li>finished</li><li>to the limit (of sth)</li><li>all</li><li>entirely</li></ol>			<span class="nobr">近</span> <span class="nobr">进</span>
