#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
动力	動力	<span class="tone4">dòng</span> <span class="tone4">lì</span>	<ol><li>motive power</li><li>force</li><li>(fig.) motivation</li><li>impetus</li></ol>			
动人	動人	<span class="tone4">dòng</span> <span class="tone2">rén</span>	<ol><li>touching</li><li>moving</li></ol>			
读者	讀者	<span class="tone2">dú</span> <span class="tone3">zhě</span>	<ol><li>reader</li></ol>			
短处	短處	<span class="tone3">duǎn</span> <span class="tone4">chù</span>	<ol><li>shortcoming</li><li>defect</li><li>fault</li><li>one's weak points</li></ol>			
短裤	短褲	<span class="tone3">duǎn</span> <span class="tone4">kù</span>	<ol><li>short pants</li><li>shorts</li></ol>			
短期		<span class="tone3">duǎn</span> <span class="tone1">qī</span>	<ol><li>short term</li><li>short-term</li></ol>			
断	斷	<span class="tone4">duàn</span>	<ol><li>to break</li><li>to snap</li><li>to cut off</li><li>to give up or abstain from sth</li><li>to judge</li><li>(usu. used in the negative) absolutely</li><li>definitely</li><li>decidedly</li></ol>			<span class="nobr">段</span>
队员	隊員	<span class="tone4">duì</span> <span class="tone2">yuán</span>	<ol><li>team member</li></ol>			
对待	對待	<span class="tone4">duì</span> <span class="tone4">dài</span>	<ol><li>to treat</li><li>treatment</li></ol>			
对方	對方	<span class="tone4">duì</span> <span class="tone1">fāng</span>	<ol><li>the other person; the other side; the other party</li></ol>			
对手	對手	<span class="tone4">duì</span> <span class="tone3">shǒu</span>	<ol><li>opponent</li><li>rival</li><li>competitor</li><li>(well-matched) adversary</li><li>match</li></ol>			
对象	對象	<span class="tone4">duì</span> <span class="tone4">xiàng</span>	<ol><li>target; object</li><li>partner; boyfriend; girlfriend</li></ol>	个|個(<span class="tone4">gè</span>)		
顿	頓	<span class="tone4">dùn</span>	<ol><li>to stop</li><li>to pause</li><li>to arrange</li><li>to lay out</li><li>to kowtow</li><li>to stamp (one's foot)</li><li>at once</li><li>classifier for meals, beatings, scoldings etc: time, bout, spell, meal</li></ol>			
发表	發表	<span class="tone1">fā</span> <span class="tone3">biǎo</span>	<ol><li>to issue</li><li>to publish</li></ol>			
发出	發出	<span class="tone1">fā</span> <span class="tone1">chū</span>	<ol><li>to issue (an order, decree etc); to send out; to dispatch</li><li>to produce (a sound); to let out (a laugh)</li></ol>			
发达	發達	<span class="tone1">fā</span> <span class="tone2">dá</span>	<ol><li>well-developed; flourishing</li><li>to develop; to promote; to expand</li><li>(literary) to achieve fame and fortune; to prosper</li></ol>			
发动	發動	<span class="tone1">fā</span> <span class="tone4">dòng</span>	<ol><li>to start</li><li>to launch</li><li>to unleash</li><li>to mobilize</li><li>to arouse</li></ol>			
发明	發明	<span class="tone1">fā</span> <span class="tone2">míng</span>	<ol><li>to invent</li><li>an invention</li></ol>	个|個(<span class="tone4">gè</span>)		
发生	發生	<span class="tone1">fā</span> <span class="tone1">shēng</span>	<ol><li>to happen; to occur; to take place; to break out</li></ol>			
发送	發送	<span class="tone1">fā</span> <span class="tone4">sòng</span>	<ol><li>to transmit</li><li>to dispatch</li><li>to issue (an official document or credential)</li></ol>			
发言	發言	<span class="tone1">fā</span> <span class="tone2">yán</span>	<ol><li>to make a speech</li><li>statement</li><li>utterance</li></ol>	个|個(<span class="tone4">gè</span>)		
发展	發展	<span class="tone1">fā</span> <span class="tone3">zhǎn</span>	<ol><li>development</li><li>growth</li><li>to develop</li><li>to grow</li><li>to expand</li></ol>			
反对	反對	<span class="tone3">fǎn</span> <span class="tone4">duì</span>	<ol><li>to oppose; to be against; to object to</li></ol>			
反复	反覆	<span class="tone3">fǎn</span> <span class="tone4">fù</span>	<ol><li>repeatedly</li><li>over and over</li><li>to upend</li><li>unstable</li><li>to come and go</li><li>(of an illness) to return</li></ol>			
反应	反應	<span class="tone3">fǎn</span> <span class="tone4">yìng</span>	<ol><li>to react</li><li>to respond</li><li>reaction</li><li>response</li><li>reply</li><li>chemical reaction</li></ol>	个|個(<span class="tone4">gè</span>)		
反正		<span class="tone3">fǎn</span> <span class="tone4">zhèng</span>	<ol><li>anyway</li><li>in any case</li><li>to come over from the enemy's side</li></ol>			
范围	範圍	<span class="tone4">fàn</span> <span class="tone2">wéi</span>	<ol><li>range</li><li>scope</li><li>limit</li><li>extent</li></ol>	个|個(<span class="tone4">gè</span>)		
方式		<span class="tone1">fāng</span> <span class="tone4">shì</span>	<ol><li>way; manner; style; mode; pattern</li></ol>	个|個(<span class="tone4">gè</span>)		
防		<span class="tone2">fáng</span>	<ol><li>to protect</li><li>to defend</li><li>to guard against</li><li>to prevent</li></ol>			
防止		<span class="tone2">fáng</span> <span class="tone3">zhǐ</span>	<ol><li>to prevent</li><li>to guard against</li><li>to take precautions</li></ol>			
房东	房東	<span class="tone2">fáng</span> <span class="tone1">dōng</span>	<ol><li>landlord</li></ol>			
房屋		<span class="tone2">fáng</span> <span class="tone1">wū</span>	<ol><li>house</li><li>building</li></ol>	所(<span class="tone3">suǒ</span>), 套(<span class="tone4">tào</span>)		
房租		<span class="tone2">fáng</span> <span class="tone1">zū</span>	<ol><li>rent for a room or house</li></ol>			
访问	訪問	<span class="tone3">fǎng</span> <span class="tone4">wèn</span>	<ol><li>to visit</li><li>to call on</li><li>to interview</li></ol>	次(<span class="tone4">cì</span>)		
飞行	飛行	<span class="tone1">fēi</span> <span class="tone2">xíng</span>	<ol><li>(of planes etc) to fly</li><li>flying</li><li>flight</li><li>aviation</li></ol>			
费	費	<span class="tone4">fèi</span>	<ol><li>to cost</li><li>to spend</li><li>fee</li><li>wasteful</li><li>expenses</li></ol>			
费	費	<span class="tone4">Fèi</span>	<ol><li>surname Fei</li></ol>			
费用	費用	<span class="tone4">fèi</span> <span class="tone4">yòng</span>	<ol><li>cost</li><li>expenditure</li><li>expense</li></ol>	笔|筆(<span class="tone3">bǐ</span>), 个|個(<span class="tone4">gè</span>)		
分别	分別	<span class="tone1">fēn</span> <span class="tone2">bié</span>	<ol><li>to part; to leave each other</li><li>to distinguish; to tell apart</li><li>difference; distinction</li><li>in different ways; differently</li><li>separately; individually</li></ol>			
分配		<span class="tone1">fēn</span> <span class="tone4">pèi</span>	<ol><li>to distribute</li><li>to assign</li><li>to allocate</li><li>to partition (a hard drive)</li></ol>			
分组	分組	<span class="tone1">fēn</span> <span class="tone3">zǔ</span>	<ol><li>to divide into groups</li><li>group (formed from a larger group)</li><li>subgroup</li><li>(computer networking) packet</li></ol>			
丰富	豐富	<span class="tone1">fēng</span> <span class="tone4">fù</span>	<ol><li>to enrich</li><li>rich</li><li>plentiful</li><li>abundant</li></ol>			
风险	風險	<span class="tone1">fēng</span> <span class="tone3">xiǎn</span>	<ol><li>risk; hazard</li></ol>			
否定		<span class="tone3">fǒu</span> <span class="tone4">dìng</span>	<ol><li>to negate</li><li>to deny</li><li>to reject</li><li>negative (answer)</li><li>negation</li></ol>			
否认	否認	<span class="tone3">fǒu</span> <span class="tone4">rèn</span>	<ol><li>to declare to be untrue</li><li>to deny</li></ol>			
服装	服裝	<span class="tone2">fú</span> <span class="tone1">zhuāng</span>	<ol><li>dress</li><li>clothing</li><li>costume</li><li>clothes</li></ol>	身(<span class="tone1">shēn</span>)		
福		<span class="tone2">fú</span>	<ol><li>good fortune</li><li>happiness</li><li>luck</li></ol>			
福		<span class="tone2">Fú</span>	<ol><li>surname Fu</li></ol>			
父母		<span class="tone4">fù</span> <span class="tone3">mǔ</span>	<ol><li>father and mother; parents</li></ol>			
父亲	父親	<span class="tone4">fù</span> <span class="tone1">qīn</span>	<ol><li>father</li><li>also pr. [fu4 qin5]</li></ol>	个|個(<span class="tone4">gè</span>)		
付		<span class="tone4">fù</span>	<ol><li>to pay</li><li>to hand over to</li><li>classifier for pairs or sets of things</li></ol>			
付		<span class="tone4">Fù</span>	<ol><li>surname Fu</li></ol>			
负责	負責	<span class="tone4">fù</span> <span class="tone2">zé</span>	<ol><li>to be responsible for; to be in charge of; to bear responsibility for</li><li>conscientious</li></ol>			
复印	複印	<span class="tone4">fù</span> <span class="tone4">yìn</span>	<ol><li>to photocopy</li><li>to duplicate a document</li></ol>			
复杂	複雜	<span class="tone4">fù</span> <span class="tone2">zá</span>	<ol><li>complicated; complex</li></ol>			
富		<span class="tone4">fù</span>	<ol><li>rich</li><li>abundant</li><li>wealthy</li></ol>			<span class="nobr">付</span>
富		<span class="tone4">Fù</span>	<ol><li>surname Fu</li></ol>			<span class="nobr">付</span>
改进	改進	<span class="tone3">gǎi</span> <span class="tone4">jìn</span>	<ol><li>to improve; to make better</li><li>improvement</li></ol>	个|個(<span class="tone4">gè</span>)		
改造		<span class="tone3">gǎi</span> <span class="tone4">zào</span>	<ol><li>to transform</li><li>to reform</li><li>to remodel</li><li>to remold</li></ol>			
概念		<span class="tone4">gài</span> <span class="tone4">niàn</span>	<ol><li>concept</li><li>idea</li></ol>	个|個(<span class="tone4">gè</span>)		
赶	趕	<span class="tone3">gǎn</span>	<ol><li>to overtake; to catch up with</li><li>to hurry; to rush</li><li>to try to catch (the bus etc)</li><li>to drive (cattle etc) forward; to drive (sb) away</li><li>to avail oneself of (an opportunity)</li><li>until; by (a certain time)</li></ol>			
赶到	趕到	<span class="tone3">gǎn</span> <span class="tone4">dào</span>	<ol><li>to hurry (to some place)</li></ol>			<span class="nobr">感到</span>
赶紧	趕緊	<span class="tone3">gǎn</span> <span class="tone3">jǐn</span>	<ol><li>hurriedly</li><li>without delay</li></ol>			
赶快	趕快	<span class="tone3">gǎn</span> <span class="tone4">kuài</span>	<ol><li>quickly; at once</li></ol>			
敢		<span class="tone3">gǎn</span>	<ol><li>to dare</li><li>daring</li><li>(polite) may I venture</li></ol>			<span class="nobr">赶</span>
感冒		<span class="tone3">gǎn</span> <span class="tone4">mào</span>	<ol><li>to catch cold</li><li>(common) cold</li><li>(coll.) to be interested in (often used in the negative)</li><li>(Tw) to detest</li><li>can't stand</li></ol>	场|場(<span class="tone2">cháng</span>), 次(<span class="tone4">cì</span>)		
感情		<span class="tone3">gǎn</span> <span class="tone2">qíng</span>	<ol><li>emotion; sentiment</li><li>affection; feelings between two persons</li></ol>	个|個(<span class="tone4">gè</span>), 种|種(<span class="tone3">zhǒng</span>)		
感受		<span class="tone3">gǎn</span> <span class="tone4">shòu</span>	<ol><li>to sense</li><li>perception</li><li>to feel (through the senses)</li><li>to experience</li><li>a feeling</li><li>an impression</li><li>an experience</li></ol>			
干吗	幹嗎	<span class="tone4">gàn</span> <span class="tone2">má</span>	<ol><li>see 幹嘛｜干嘛</li></ol>			
高速		<span class="tone1">gāo</span> <span class="tone4">sù</span>	<ol><li>high speed</li><li>expressway (abbr. for 高速公路)</li></ol>			
高速公路		<span class="tone1">gāo</span> <span class="tone4">sù</span> <span class="tone1">gōng</span> <span class="tone4">lù</span>	<ol><li>expressway; highway; freeway</li></ol>			
告别	告別	<span class="tone4">gào</span> <span class="tone2">bié</span>	<ol><li>to leave; to part from</li><li>to bid farewell to; to say goodbye to</li></ol>			
歌迷		<span class="tone1">gē</span> <span class="tone2">mí</span>	<ol><li>fan of a singer</li></ol>			
歌声	歌聲	<span class="tone1">gē</span> <span class="tone1">shēng</span>	<ol><li>singing voice</li><li>fig. original voice of a poet</li></ol>			
歌手		<span class="tone1">gē</span> <span class="tone3">shǒu</span>	<ol><li>singer</li></ol>			
个人	個人	<span class="tone4">gè</span> <span class="tone2">rén</span>	<ol><li>individual</li><li>personal</li><li>oneself</li></ol>			
个性	個性	<span class="tone4">gè</span> <span class="tone4">xìng</span>	<ol><li>individuality</li><li>personality</li></ol>			
各		<span class="tone4">gè</span>	<ol><li>each</li><li>every</li></ol>			<span class="nobr">个</span>
各地		<span class="tone4">gè</span> <span class="tone4">dì</span>	<ol><li>in all parts of (a country)</li><li>various regions</li></ol>			
各位		<span class="tone4">gè</span> <span class="tone4">wèi</span>	<ol><li>everybody</li><li>all (guests, colleagues etc)</li><li>all of you</li></ol>			
各种	各種	<span class="tone4">gè</span> <span class="tone3">zhǒng</span>	<ol><li>every kind of; all kinds of; various</li></ol>			
各自		<span class="tone4">gè</span> <span class="tone4">zì</span>	<ol><li>each</li><li>respective</li><li>apiece</li></ol>			
根本		<span class="tone1">gēn</span> <span class="tone3">běn</span>	<ol><li>fundamental</li><li>basic</li><li>root</li><li>simply</li><li>absolutely (not)</li><li>(not) at all</li></ol>	个|個(<span class="tone4">gè</span>)		
更加		<span class="tone4">gèng</span> <span class="tone1">jiā</span>	<ol><li>more (than sth else)</li><li>even more</li></ol>			
工厂	工廠	<span class="tone1">gōng</span> <span class="tone3">chǎng</span>	<ol><li>factory</li></ol>	家(<span class="tone1">jiā</span>), 座(<span class="tone4">zuò</span>)		
工程师	工程師	<span class="tone1">gōng</span> <span class="tone2">chéng</span> <span class="tone1">shī</span>	<ol><li>engineer</li></ol>	个|個(<span class="tone4">gè</span>), 位(<span class="tone4">wèi</span>), 名(<span class="tone2">míng</span>)		
工夫		<span class="tone1">gōng</span> <span class="tone5">fu</span>	<ol><li>period of time (may be months, or mere seconds)</li><li>spare time</li><li>skill</li><li>labor</li><li>effort</li></ol>			
工夫		<span class="tone1">gōng</span> <span class="tone1">fū</span>	<ol><li>(old) laborer</li></ol>			
工具		<span class="tone1">gōng</span> <span class="tone4">jù</span>	<ol><li>tool</li><li>instrument</li><li>utensil</li><li>means (to achieve a goal etc)</li></ol>			
工业	工業	<span class="tone1">gōng</span> <span class="tone4">yè</span>	<ol><li>industry</li></ol>			
工资	工資	<span class="tone1">gōng</span> <span class="tone1">zī</span>	<ol><li>wages; pay</li></ol>	个|個(<span class="tone4">gè</span>), 份(<span class="tone4">fèn</span>)		
公布	公佈	<span class="tone1">gōng</span> <span class="tone4">bù</span>	<ol><li>to announce; to make public; to publish</li></ol>			
公共		<span class="tone1">gōng</span> <span class="tone4">gòng</span>	<ol><li>public; common; communal</li></ol>			
公开	公開	<span class="tone1">gōng</span> <span class="tone1">kāi</span>	<ol><li>open; overt; public</li><li>to make public; to release</li></ol>			
公民		<span class="tone1">gōng</span> <span class="tone2">mín</span>	<ol><li>citizen</li></ol>			
公务员	公務員	<span class="tone1">gōng</span> <span class="tone4">wù</span> <span class="tone2">yuán</span>	<ol><li>functionary</li><li>office-bearer</li></ol>			
功夫		<span class="tone1">gōng</span> <span class="tone5">fu</span>	<ol><li>skill</li><li>art</li><li>kung fu</li><li>labor</li><li>effort</li></ol>			<span class="nobr">工夫</span>
功课	功課	<span class="tone1">gōng</span> <span class="tone4">kè</span>	<ol><li>homework</li><li>assignment</li><li>task</li><li>classwork</li><li>lesson</li><li>study</li></ol>	门|門(<span class="tone2">mén</span>)		
功能		<span class="tone1">gōng</span> <span class="tone2">néng</span>	<ol><li>function; capability</li></ol>			
共同		<span class="tone4">gòng</span> <span class="tone2">tóng</span>	<ol><li>common</li><li>joint</li><li>jointly</li><li>together</li><li>collaborative</li></ol>			
共有		<span class="tone4">gòng</span> <span class="tone3">yǒu</span>	<ol><li>to have altogether</li><li>in all</li></ol>			
姑娘		<span class="tone1">gū</span> <span class="tone5">niang</span>	<ol><li>girl</li><li>young woman</li><li>young lady</li><li>daughter</li><li>paternal aunt (old)</li></ol>	个|個(<span class="tone4">gè</span>)		
古		<span class="tone3">gǔ</span>	<ol><li>ancient</li><li>old</li><li>paleo-</li></ol>			
古		<span class="tone3">Gǔ</span>	<ol><li>surname Gu</li></ol>			
古代		<span class="tone3">gǔ</span> <span class="tone4">dài</span>	<ol><li>ancient times</li></ol>			
故乡	故鄉	<span class="tone4">gù</span> <span class="tone1">xiāng</span>	<ol><li>home</li><li>homeland</li><li>native place</li></ol>	个|個(<span class="tone4">gè</span>)		
挂	掛	<span class="tone4">guà</span>	<ol><li>to hang; to suspend (from a hook etc)</li><li>to hang up (the phone)</li><li>(of a line) to be dead</li><li>to be worried; to be concerned</li><li>(dialect) to make a phone call</li><li>to register (at a hospital); to make an appointment (with a doctor)</li><li>(slang) to kill; to die; to be finished; to fail (an exam)</li><li>classifier for sets or clusters of objects</li></ol>			
关系	關係	<span class="tone1">guān</span> <span class="tone5">xi</span>	<ol><li>relation</li><li>relationship</li><li>to concern</li><li>to affect</li><li>to have to do with</li><li>guanxi</li></ol>	个|個(<span class="tone4">gè</span>)		
关注	關注	<span class="tone1">guān</span> <span class="tone4">zhù</span>	<ol><li>to pay attention to; to follow sth closely; to follow (on social media)</li><li>concern; interest; attention</li></ol>			
观察	觀察	<span class="tone1">guān</span> <span class="tone2">chá</span>	<ol><li>to observe; to watch; to survey</li></ol>			
观看	觀看	<span class="tone1">guān</span> <span class="tone4">kàn</span>	<ol><li>to watch; to view</li></ol>			
观念	觀念	<span class="tone1">guān</span> <span class="tone4">niàn</span>	<ol><li>notion</li><li>thought</li><li>concept</li><li>sense</li><li>views</li><li>ideology</li><li>general impressions</li></ol>			
观众	觀眾	<span class="tone1">guān</span> <span class="tone4">zhòng</span>	<ol><li>spectators; audience; visitors (to an exhibition etc)</li></ol>			
管		<span class="tone3">guǎn</span>	<ol><li>to take care (of)</li><li>to control</li><li>to manage</li><li>to be in charge of</li><li>to look after</li><li>to run</li><li>to care about</li><li>tube</li><li>pipe</li><li>woodwind</li><li>classifier for tube-shaped objects</li><li>particle similar to 把 in 管...叫 constructions</li><li>writing brush</li><li>(coll.) to</li><li>towards</li></ol>			
管		<span class="tone3">Guǎn</span>	<ol><li>surname Guan</li></ol>			
管理		<span class="tone3">guǎn</span> <span class="tone3">lǐ</span>	<ol><li>to supervise</li><li>to manage</li><li>to administer</li><li>management</li><li>administration</li></ol>	个|個(<span class="tone4">gè</span>)		
光		<span class="tone1">guāng</span>	<ol><li>light; ray (CL:道)</li><li>bright; shiny</li><li>only; merely</li><li>used up; finished</li><li>to leave (a part of the body) uncovered</li></ol>			
光明		<span class="tone1">guāng</span> <span class="tone2">míng</span>	<ol><li>light</li><li>radiance</li><li>(fig.) bright (prospects etc)</li><li>openhearted</li></ol>			
广播	廣播	<span class="tone3">guǎng</span> <span class="tone1">bō</span>	<ol><li>broadcast</li><li>broadcasting</li><li>to broadcast</li><li>(formal) to propagate</li><li>to publicize</li></ol>	个|個(<span class="tone4">gè</span>)		
广大	廣大	<span class="tone3">guǎng</span> <span class="tone4">dà</span>	<ol><li>(of an area) vast or extensive</li><li>large-scale</li><li>widespread</li><li>(of people) numerous</li></ol>			
规定	規定	<span class="tone1">guī</span> <span class="tone4">dìng</span>	<ol><li>to stipulate; to specify; to prescribe; to fix (a price); to set (a quota)</li><li>regulations; rules; provisions; stipulations</li></ol>			
规范	規範	<span class="tone1">guī</span> <span class="tone4">fàn</span>	<ol><li>norm</li><li>standard</li><li>specification</li><li>regulation</li><li>rule</li><li>within the rules</li><li>to fix rules</li><li>to regulate</li><li>to specify</li></ol>			
国内	國內	<span class="tone2">guó</span> <span class="tone4">nèi</span>	<ol><li>domestic</li><li>internal (to a country)</li><li>civil</li></ol>			
国庆	國慶	<span class="tone2">Guó</span> <span class="tone4">qìng</span>	<ol><li>National Day</li></ol>			
果然		<span class="tone3">guǒ</span> <span class="tone2">rán</span>	<ol><li>really</li><li>sure enough</li><li>as expected</li><li>if indeed</li></ol>			
果汁		<span class="tone3">guǒ</span> <span class="tone1">zhī</span>	<ol><li>fruit juice</li></ol>			
过程	過程	<span class="tone4">guò</span> <span class="tone2">chéng</span>	<ol><li>course of events</li><li>process</li></ol>	个|個(<span class="tone4">gè</span>)		
哈哈		<span class="tone1">hā</span> <span class="tone1">hā</span>	<ol><li>(onom.) laughing out loud</li></ol>			
海关	海關	<span class="tone3">hǎi</span> <span class="tone1">guān</span>	<ol><li>customs (i.e. border crossing inspection)</li></ol>	个|個(<span class="tone4">gè</span>)		
害怕		<span class="tone4">hài</span> <span class="tone4">pà</span>	<ol><li>to be afraid; to be scared</li></ol>			
行		<span class="tone2">xíng</span>	<ol><li>to walk</li><li>to go</li><li>to travel</li><li>a visit</li><li>temporary</li><li>makeshift</li><li>current</li><li>in circulation</li><li>to do</li><li>to perform</li><li>capable</li><li>competent</li><li>effective</li><li>all right</li><li>OK!</li><li>will do</li><li>behavior</li><li>conduct</li></ol>		<span class="tone4">xìng</span>	
行		<span class="tone2">háng</span>	<ol><li>row</li><li>line</li><li>commercial firm</li><li>line of business</li><li>profession</li><li>to rank (first, second etc) among one's siblings (by age)</li><li>(in data tables) row</li><li>(Tw) column</li></ol>			
好好		<span class="tone3">hǎo</span> <span class="tone3">hǎo</span>	<ol><li>well; carefully; nicely; properly</li></ol>			
好奇		<span class="tone4">hào</span> <span class="tone2">qí</span>	<ol><li>inquisitive</li><li>curious</li><li>inquisitiveness</li><li>curiosity</li></ol>			
合		<span class="tone2">hé</span>	<ol><li>to close</li><li>to join</li><li>to fit</li><li>to be equal to</li><li>whole</li><li>together</li><li>round (in battle)</li><li>conjunction (astronomy)</li><li>1st note of pentatonic scale</li><li>old variant of 盒</li></ol>			<span class="nobr">和</span> <span class="nobr">河</span>
合		<span class="tone3">gě</span>	<ol><li>100 ml</li><li>one-tenth of a peck</li><li>measure for dry grain equal to one-tenth of sheng 升 or liter, or one-hundredth dou 斗</li></ol>			
合法		<span class="tone2">hé</span> <span class="tone3">fǎ</span>	<ol><li>lawful</li><li>legitimate</li><li>legal</li></ol>			
合格		<span class="tone2">hé</span> <span class="tone2">gé</span>	<ol><li>to meet the standard required</li><li>qualified</li><li>eligible (voter etc)</li></ol>			
合理		<span class="tone2">hé</span> <span class="tone3">lǐ</span>	<ol><li>rational; reasonable; sensible; fair</li></ol>			
合作		<span class="tone2">hé</span> <span class="tone4">zuò</span>	<ol><li>to cooperate; to collaborate; to work together</li></ol>			
和平		<span class="tone2">hé</span> <span class="tone2">píng</span>	<ol><li>peace</li><li>peaceful</li></ol>			
和平		<span class="tone2">Hé</span> <span class="tone2">píng</span>	<ol><li>Heping District of Shenyang city 瀋陽市｜沈阳市, Liaoning</li><li>Heping or Hoping Township in Taichung County 臺中縣｜台中县, Taiwan</li></ol>			
红茶	紅茶	<span class="tone2">hóng</span> <span class="tone2">chá</span>	<ol><li>black tea</li></ol>	杯(<span class="tone1">bēi</span>), 壶|壺(<span class="tone2">hú</span>)		
红酒	紅酒	<span class="tone2">hóng</span> <span class="tone3">jiǔ</span>	<ol><li>red wine</li></ol>			
后果	後果	<span class="tone4">hòu</span> <span class="tone3">guǒ</span>	<ol><li>consequences</li><li>aftermath</li></ol>			
后面	後面	<span class="tone4">hòu</span> <span class="tone5">mian</span>	<ol><li>the back; the rear; the last bit</li><li>behind; near the end; at the back</li><li>later; afterwards</li></ol>			
后年	後年	<span class="tone4">hòu</span> <span class="tone2">nián</span>	<ol><li>the year after next</li></ol>			
互联网	互聯網	<span class="tone4">Hù</span> <span class="tone2">lián</span> <span class="tone3">wǎng</span>	<ol><li>Internet</li></ol>			
互相		<span class="tone4">hù</span> <span class="tone1">xiāng</span>	<ol><li>each other</li><li>mutually</li><li>mutual</li></ol>			
划船		<span class="tone2">huá</span> <span class="tone2">chuán</span>	<ol><li>to row a boat</li><li>rowing; boating</li><li>small boat</li></ol>			
华人	華人	<span class="tone2">Huá</span> <span class="tone2">rén</span>	<ol><li>ethnic Chinese person or people</li></ol>			
化		<span class="tone4">huà</span>	<ol><li>to make into</li><li>to change into</li><li>-ization</li><li>to ... -ize</li><li>to transform</li></ol>			<span class="nobr">画</span> <span class="nobr">话</span>
话剧	話劇	<span class="tone4">huà</span> <span class="tone4">jù</span>	<ol><li>stage play</li><li>modern drama</li></ol>	台|臺(<span class="tone2">tái</span>), 部(<span class="tone4">bù</span>)		
话题	話題	<span class="tone4">huà</span> <span class="tone2">tí</span>	<ol><li>subject (of a talk or conversation)</li><li>topic</li></ol>			
欢乐	歡樂	<span class="tone1">huān</span> <span class="tone4">lè</span>	<ol><li>gaiety</li><li>gladness</li><li>glee</li><li>merriment</li><li>pleasure</li><li>happy</li><li>joyous</li><li>gay</li></ol>			
环	環	<span class="tone2">huán</span>	<ol><li>ring</li><li>hoop</li><li>loop</li><li>(chain) link</li><li>classifier for scores in archery etc</li><li>to surround</li><li>to encircle</li><li>to hem in</li></ol>			<span class="nobr">还</span>
环	環	<span class="tone2">Huán</span>	<ol><li>surname Huan</li></ol>			<span class="nobr">还</span>
环保	環保	<span class="tone2">huán</span> <span class="tone3">bǎo</span>	<ol><li>environmental protection</li><li>environmentally friendly</li></ol>			
环境	環境	<span class="tone2">huán</span> <span class="tone4">jìng</span>	<ol><li>environment</li><li>circumstances</li><li>surroundings</li><li>ambient</li></ol>	个|個(<span class="tone4">gè</span>)		
会议	會議	<span class="tone4">huì</span> <span class="tone4">yì</span>	<ol><li>meeting</li><li>conference</li></ol>	场|場(<span class="tone3">chǎng</span>), 届|屆(<span class="tone4">jiè</span>)		
会员	會員	<span class="tone4">huì</span> <span class="tone2">yuán</span>	<ol><li>member</li></ol>			
活		<span class="tone2">huó</span>	<ol><li>to live</li><li>alive</li><li>living</li><li>work</li><li>workmanship</li></ol>			<span class="nobr">和</span>
火		<span class="tone3">huǒ</span>	<ol><li>fire</li><li>urgent</li><li>ammunition</li><li>fiery or flaming</li><li>internal heat (Chinese medicine)</li><li>hot (popular)</li><li>classifier for military units (old)</li><li>Kangxi radical 86</li></ol>			
火		<span class="tone3">Huǒ</span>	<ol><li>surname Huo</li></ol>			
机器	機器	<span class="tone1">jī</span> <span class="tone4">qì</span>	<ol><li>machine</li></ol>	台|臺(<span class="tone2">tái</span>), 部(<span class="tone4">bù</span>), 个|個(<span class="tone4">gè</span>)		
积极	積極	<span class="tone1">jī</span> <span class="tone2">jí</span>	<ol><li>active</li><li>energetic</li><li>vigorous</li><li>positive (outlook)</li><li>proactive</li></ol>			
基本		<span class="tone1">jī</span> <span class="tone3">běn</span>	<ol><li>basic</li><li>fundamental</li><li>main</li><li>elementary</li></ol>			
基本上		<span class="tone1">jī</span> <span class="tone3">běn</span> <span class="tone5">shang</span>	<ol><li>basically</li><li>on the whole</li></ol>			
基础	基礎	<span class="tone1">jī</span> <span class="tone3">chǔ</span>	<ol><li>base; foundation; basis</li><li>basic; fundamental</li></ol>			
及时	及時	<span class="tone2">jí</span> <span class="tone2">shí</span>	<ol><li>timely; at the right time</li><li>promptly; without delay</li></ol>			
极了	極了	<span class="tone2">jí</span> <span class="tone5">le</span>	<ol><li>extremely</li><li>exceedingly</li></ol>			
集体	集體	<span class="tone2">jí</span> <span class="tone3">tǐ</span>	<ol><li>collective (decision)</li><li>joint (effort)</li><li>a group</li><li>a team</li><li>en masse</li><li>as a group</li></ol>			
集中		<span class="tone2">jí</span> <span class="tone1">zhōng</span>	<ol><li>to concentrate</li><li>to centralize</li><li>to focus</li><li>centralized</li><li>concentrated</li><li>to put together</li></ol>			
计算	計算	<span class="tone4">jì</span> <span class="tone4">suàn</span>	<ol><li>to count</li><li>to calculate</li><li>to compute</li></ol>	个|個(<span class="tone4">gè</span>)		
记录	記錄	<span class="tone4">jì</span> <span class="tone4">lù</span>	<ol><li>to record</li><li>record (written account)</li><li>note-taker</li><li>record (in sports etc)</li></ol>	个|個(<span class="tone4">gè</span>)		
记者	記者	<span class="tone4">jì</span> <span class="tone3">zhě</span>	<ol><li>reporter; journalist</li></ol>	个|個(<span class="tone4">gè</span>)		
纪念	紀念	<span class="tone4">jì</span> <span class="tone4">niàn</span>	<ol><li>to commemorate; to honor the memory of</li><li>memento; keepsake; souvenir</li></ol>			
技术	技術	<span class="tone4">jì</span> <span class="tone4">shù</span>	<ol><li>technology; technique; skill</li></ol>	门|門(<span class="tone2">mén</span>), 种|種(<span class="tone3">zhǒng</span>), 项|項(<span class="tone4">xiàng</span>)		
继续	繼續	<span class="tone4">jì</span> <span class="tone4">xù</span>	<ol><li>to continue; to proceed with; to go on with</li></ol>			
