#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
方便		<span class="tone1">fāng</span> <span class="tone4">biàn</span>	<ol><li>convenient; suitable</li><li>to facilitate; to make things easy</li><li>having money to spare</li><li>(euphemism) to relieve oneself</li></ol>			
方便面	方便麵	<span class="tone1">fāng</span> <span class="tone4">biàn</span> <span class="tone4">miàn</span>	<ol><li>instant noodles</li></ol>			
方法		<span class="tone1">fāng</span> <span class="tone3">fǎ</span>	<ol><li>method; way; means</li></ol>	个|個(<span class="tone4">gè</span>)		
方面		<span class="tone1">fāng</span> <span class="tone4">miàn</span>	<ol><li>respect</li><li>aspect</li><li>field</li><li>side</li></ol>	个|個(<span class="tone4">gè</span>)		
方向		<span class="tone1">fāng</span> <span class="tone4">xiàng</span>	<ol><li>direction; orientation</li></ol>	个|個(<span class="tone4">gè</span>)		
放下		<span class="tone4">fàng</span> <span class="tone4">xià</span>	<ol><li>to lay down; to put down</li><li>to let go of; to relinquish; to set aside</li><li>to lower (the blinds etc)</li></ol>			
放心		<span class="tone4">fàng</span> <span class="tone1">xīn</span>	<ol><li>to feel relieved</li><li>to feel reassured</li><li>to be at ease</li></ol>			
分开	分開	<span class="tone1">fēn</span> <span class="tone1">kāi</span>	<ol><li>to separate</li><li>to part</li></ol>			
分数	分數	<span class="tone1">fēn</span> <span class="tone4">shù</span>	<ol><li>(exam) grade</li><li>mark</li><li>score</li><li>fraction</li></ol>			
分钟	分鐘	<span class="tone1">fēn</span> <span class="tone1">zhōng</span>	<ol><li>minute</li></ol>			
份		<span class="tone4">fèn</span>	<ol><li>classifier for gifts, newspaper, magazine, papers, reports, contracts etc</li></ol>			<span class="nobr">分</span>
封		<span class="tone1">fēng</span>	<ol><li>to confer</li><li>to grant</li><li>to bestow a title</li><li>to seal</li><li>classifier for sealed objects, esp. letters</li></ol>			<span class="nobr">风</span>
封		<span class="tone1">Fēng</span>	<ol><li>surname Feng</li></ol>			
服务	服務	<span class="tone2">fú</span> <span class="tone4">wù</span>	<ol><li>to serve</li><li>service</li></ol>	项|項(<span class="tone4">xiàng</span>)		
复习	復習	<span class="tone4">fù</span> <span class="tone2">xí</span>	<ol><li>to review</li><li>revision</li></ol>	次(<span class="tone4">cì</span>)		
该	該	<span class="tone1">gāi</span>	<ol><li>should</li><li>ought to</li><li>probably</li><li>must be</li><li>to deserve</li><li>to owe</li><li>to be sb's turn to do sth</li><li>that</li><li>the above-mentioned</li></ol>			
改		<span class="tone3">gǎi</span>	<ol><li>to change</li><li>to alter</li><li>to transform</li><li>to correct</li></ol>			
改变	改變	<span class="tone3">gǎi</span> <span class="tone4">biàn</span>	<ol><li>to change</li><li>to alter</li><li>to transform</li></ol>			
干杯	乾杯	<span class="tone1">gān</span> <span class="tone1">bēi</span>	<ol><li>to drink a toast</li><li>Cheers! (proposing a toast)</li><li>Here's to you!</li><li>Bottoms up!</li><li>lit. dry cup</li></ol>			
感到		<span class="tone3">gǎn</span> <span class="tone4">dào</span>	<ol><li>to feel; to sense; to perceive</li></ol>			
感动	感動	<span class="tone3">gǎn</span> <span class="tone4">dòng</span>	<ol><li>to move (sb)</li><li>to touch (sb emotionally)</li><li>moving</li></ol>			
感觉	感覺	<span class="tone3">gǎn</span> <span class="tone2">jué</span>	<ol><li>feeling; impression; sensation</li><li>to feel; to perceive</li></ol>			
感谢	感謝	<span class="tone3">gǎn</span> <span class="tone4">xiè</span>	<ol><li>(express) thanks</li><li>gratitude</li><li>grateful</li><li>thankful</li><li>thanks</li></ol>			
干活儿	幹活兒	<span class="tone4">gàn</span> <span class="tone2">huór</span>	<ol><li>erhua variant of 幹活｜干活</li></ol>			
刚	剛	<span class="tone1">gāng</span>	<ol><li>hard</li><li>firm</li><li>strong</li><li>just</li><li>barely</li><li>exactly</li></ol>			
刚才	剛才	<span class="tone1">gāng</span> <span class="tone2">cái</span>	<ol><li>just now</li><li>a moment ago</li></ol>			
刚才	剛纔	<span class="tone1">gāng</span> <span class="tone2">cái</span>	<ol><li>just now (variant of 剛才｜刚才)</li></ol>			
刚刚	剛剛	<span class="tone1">gāng</span> <span class="tone5">gang</span>	<ol><li>just recently</li><li>just a moment ago</li></ol>			
高级	高級	<span class="tone1">gāo</span> <span class="tone2">jí</span>	<ol><li>high level</li><li>high grade</li><li>advanced</li><li>high-ranking</li></ol>			
高中		<span class="tone1">gāo</span> <span class="tone1">zhōng</span>	<ol><li>senior high school</li></ol>			
高中		<span class="tone1">gāo</span> <span class="tone4">zhòng</span>	<ol><li>to pass brilliantly (used in congratulatory fashion)</li></ol>			
个子	個子	<span class="tone4">gè</span> <span class="tone5">zi</span>	<ol><li>height</li><li>stature</li><li>build</li><li>size</li></ol>			
更		<span class="tone4">gèng</span>	<ol><li>more</li><li>even more</li><li>further</li><li>still</li><li>still more</li></ol>			
更		<span class="tone1">gēng</span>	<ol><li>to change or replace</li><li>to experience</li><li>one of the five two-hour periods into which the night was formerly divided</li><li>watch (e.g. of a sentry or guard)</li></ol>			
公共汽车	公共汽車	<span class="tone1">gōng</span> <span class="tone4">gòng</span> <span class="tone4">qì</span> <span class="tone1">chē</span>	<ol><li>bus</li></ol>	辆|輛(<span class="tone4">liàng</span>), 班(<span class="tone1">bān</span>)		
公交车	公交車	<span class="tone1">gōng</span> <span class="tone1">jiāo</span> <span class="tone1">chē</span>	<ol><li>public transport vehicle</li><li>town bus</li></ol>	辆|輛(<span class="tone4">liàng</span>)		
公斤		<span class="tone1">gōng</span> <span class="tone1">jīn</span>	<ol><li>kilogram (kg)</li></ol>			
公里		<span class="tone1">gōng</span> <span class="tone3">lǐ</span>	<ol><li>kilometer</li></ol>			
公路		<span class="tone1">gōng</span> <span class="tone4">lù</span>	<ol><li>highway</li><li>road</li></ol>	条|條(<span class="tone2">tiáo</span>)		
公平		<span class="tone1">gōng</span> <span class="tone2">píng</span>	<ol><li>fair</li><li>impartial</li></ol>			
公司		<span class="tone1">gōng</span> <span class="tone1">sī</span>	<ol><li>company; firm; corporation</li></ol>	家(<span class="tone1">jiā</span>)		
公园	公園	<span class="tone1">gōng</span> <span class="tone2">yuán</span>	<ol><li>park (for public recreation)</li></ol>	个|個(<span class="tone4">gè</span>), 座(<span class="tone4">zuò</span>)		
狗		<span class="tone3">gǒu</span>	<ol><li>dog</li></ol>	只|隻(<span class="tone1">zhī</span>), 条|條(<span class="tone2">tiáo</span>)		
够	夠	<span class="tone4">gòu</span>	<ol><li>enough (sufficient)</li><li>enough (too much)</li><li>(coll.) (before adj.) really</li><li>(coll.) to reach by stretching out</li></ol>			
故事		<span class="tone4">gù</span> <span class="tone5">shi</span>	<ol><li>narrative; story; tale</li></ol>			
故事		<span class="tone4">gù</span> <span class="tone4">shì</span>	<ol><li>old practice</li></ol>			
故意		<span class="tone4">gù</span> <span class="tone4">yì</span>	<ol><li>deliberately; on purpose</li></ol>			
顾客	顧客	<span class="tone4">gù</span> <span class="tone4">kè</span>	<ol><li>customer; client</li></ol>	位(<span class="tone4">wèi</span>)		
关机	關機	<span class="tone1">guān</span> <span class="tone1">jī</span>	<ol><li>to turn off (a machine or device)</li><li>to finish shooting a film</li></ol>			
关心	關心	<span class="tone1">guān</span> <span class="tone1">xīn</span>	<ol><li>to be concerned about; to care about</li></ol>			
观点	觀點	<span class="tone1">guān</span> <span class="tone3">diǎn</span>	<ol><li>point of view</li><li>viewpoint</li><li>standpoint</li></ol>	个|個(<span class="tone4">gè</span>)		
广场	廣場	<span class="tone3">guǎng</span> <span class="tone3">chǎng</span>	<ol><li>public square; plaza</li></ol>			
广告	廣告	<span class="tone3">guǎng</span> <span class="tone4">gào</span>	<ol><li>to advertise</li><li>a commercial</li><li>advertisement</li></ol>	项|項(<span class="tone4">xiàng</span>)		
国际	國際	<span class="tone2">guó</span> <span class="tone4">jì</span>	<ol><li>international</li></ol>			
过来	過來	<span class="tone4">guò</span> <span class="tone2">lái</span>	<ol><li>to come over</li><li>to manage</li><li>to handle</li><li>to be able to take care of</li></ol>			
过来	過來	<span class="tone4">guò</span> <span class="tone5">lai</span>	<ol><li>see 過來｜过来</li></ol>			
过年	過年	<span class="tone4">guò</span> <span class="tone2">nián</span>	<ol><li>to celebrate the Chinese New Year</li></ol>			
过去	過去	<span class="tone4">guò</span> <span class="tone4">qù</span>	<ol><li>(in the) past; former; previous</li><li>to go over; to pass by</li></ol>			
过去	過去	<span class="tone4">guò</span> <span class="tone5">qu</span>	<ol><li>(verb suffix)</li></ol>			
海		<span class="tone3">hǎi</span>	<ol><li>ocean</li><li>sea</li><li>great number of people or things</li><li>(dialect) numerous</li></ol>	个|個(<span class="tone4">gè</span>), 片(<span class="tone4">piàn</span>)		
海		<span class="tone3">Hǎi</span>	<ol><li>surname Hai</li></ol>			
海边	海邊	<span class="tone3">hǎi</span> <span class="tone1">biān</span>	<ol><li>coast</li><li>seaside</li><li>seashore</li><li>beach</li></ol>			
喊		<span class="tone3">hǎn</span>	<ol><li>to yell</li><li>to shout</li><li>to call out for (a person)</li></ol>			
好处	好處	<span class="tone3">hǎo</span> <span class="tone5">chu</span>	<ol><li>benefit; advantage; merit</li><li>gain; profit</li><li>also pr. [hao3 chu4]</li></ol>			
好处	好處	<span class="tone3">hǎo</span> <span class="tone3">chǔ</span>	<ol><li>easy to get along with</li></ol>			
好多		<span class="tone3">hǎo</span> <span class="tone1">duō</span>	<ol><li>many</li><li>quite a lot</li><li>much better</li></ol>			
好久		<span class="tone3">hǎo</span> <span class="tone3">jiǔ</span>	<ol><li>quite a while</li></ol>			
好人		<span class="tone3">hǎo</span> <span class="tone2">rén</span>	<ol><li>good person</li><li>healthy person</li><li>person who tries not to offend anyone, even at the expense of principle</li></ol>			
好事		<span class="tone3">hǎo</span> <span class="tone4">shì</span>	<ol><li>good action, deed, thing or work (also sarcastic, "a fine thing indeed")</li><li>charity</li><li>happy occasion</li><li>Daoist or Buddhist ceremony for the souls of the dead</li></ol>			
好事		<span class="tone4">hào</span> <span class="tone4">shì</span>	<ol><li>to be meddlesome</li></ol>			
好像		<span class="tone3">hǎo</span> <span class="tone4">xiàng</span>	<ol><li>as if</li><li>to seem like</li></ol>			
合适	合適	<span class="tone2">hé</span> <span class="tone4">shì</span>	<ol><li>suitable; fitting; appropriate</li></ol>			
河		<span class="tone2">hé</span>	<ol><li>river</li></ol>	条|條(<span class="tone2">tiáo</span>), 道(<span class="tone4">dào</span>)		<span class="nobr">和</span>
黑		<span class="tone1">hēi</span>	<ol><li>black</li><li>dark</li><li>sinister</li><li>secret</li><li>shady</li><li>illegal</li><li>to hide (sth) away</li><li>to vilify</li><li>(loanword) to hack (computing)</li></ol>			
黑板		<span class="tone1">hēi</span> <span class="tone3">bǎn</span>	<ol><li>blackboard</li></ol>	块|塊(<span class="tone4">kuài</span>), 个|個(<span class="tone4">gè</span>)		
黑色		<span class="tone1">hēi</span> <span class="tone4">sè</span>	<ol><li>black</li></ol>			
红	紅	<span class="tone2">hóng</span>	<ol><li>red</li><li>popular</li><li>revolutionary</li><li>bonus</li></ol>			
红	紅	<span class="tone2">Hóng</span>	<ol><li>surname Hong</li></ol>			
红色	紅色	<span class="tone2">hóng</span> <span class="tone4">sè</span>	<ol><li>red (color)</li><li>revolutionary</li></ol>			
后来	後來	<span class="tone4">hòu</span> <span class="tone2">lái</span>	<ol><li>afterwards; later</li><li>newly arrived</li></ol>			
忽然		<span class="tone1">hū</span> <span class="tone2">rán</span>	<ol><li>suddenly; all of a sudden</li></ol>			
湖		<span class="tone2">hú</span>	<ol><li>lake</li></ol>	个|個(<span class="tone4">gè</span>), 片(<span class="tone4">piàn</span>)		<span class="nobr">和</span>
护照	護照	<span class="tone4">hù</span> <span class="tone4">zhào</span>	<ol><li>passport</li></ol>	本(<span class="tone3">běn</span>), 个|個(<span class="tone4">gè</span>)		
花园	花園	<span class="tone1">huā</span> <span class="tone2">yuán</span>	<ol><li>garden</li></ol>	座(<span class="tone4">zuò</span>), 个|個(<span class="tone4">gè</span>)		
画	畫	<span class="tone4">huà</span>	<ol><li>to draw; to paint</li><li>picture; painting (CL:幅,張｜张)</li><li>to draw (a line) (variant of 劃｜划)</li><li>stroke of a Chinese character (variant of 劃｜划)</li><li>(calligraphy) horizontal stroke (variant of 劃｜划)</li></ol>			<span class="nobr">话</span>
画家	畫家	<span class="tone4">huà</span> <span class="tone1">jiā</span>	<ol><li>painter</li></ol>	个|個(<span class="tone4">gè</span>)		
画儿	畫兒	<span class="tone4">huàr</span>	<ol><li>picture</li><li>drawing</li><li>painting</li></ol>			
坏处	壞處	<span class="tone4">huài</span> <span class="tone5">chu</span>	<ol><li>harm</li><li>troubles</li></ol>	个|個(<span class="tone4">gè</span>)		
坏人	壞人	<span class="tone4">huài</span> <span class="tone2">rén</span>	<ol><li>bad person</li><li>villain</li></ol>			
欢迎	歡迎	<span class="tone1">huān</span> <span class="tone2">yíng</span>	<ol><li>to welcome</li><li>welcome</li></ol>			
换	換	<span class="tone4">huàn</span>	<ol><li>to exchange</li><li>to change (clothes etc)</li><li>to substitute</li><li>to switch</li><li>to convert (currency)</li></ol>			
黄	黃	<span class="tone2">huáng</span>	<ol><li>yellow</li><li>pornographic</li><li>to fall through</li></ol>			
黄	黃	<span class="tone2">Huáng</span>	<ol><li>surname Huang or Hwang</li></ol>			
黄色	黃色	<span class="tone2">huáng</span> <span class="tone4">sè</span>	<ol><li>yellow</li><li>vulgar; lewd; pornographic</li></ol>			
回国	回國	<span class="tone2">huí</span> <span class="tone2">guó</span>	<ol><li>to return to one's home country</li></ol>			
活动	活動	<span class="tone2">huó</span> <span class="tone4">dòng</span>	<ol><li>to exercise</li><li>to move about</li><li>to operate</li><li>to use connections (personal influence)</li><li>loose</li><li>shaky</li><li>active</li><li>movable</li><li>activity</li><li>campaign</li><li>maneuver</li><li>behavior</li></ol>	项|項(<span class="tone4">xiàng</span>), 个|個(<span class="tone4">gè</span>)		
或		<span class="tone4">huò</span>	<ol><li>maybe</li><li>perhaps</li><li>might</li><li>possibly</li><li>or</li></ol>			<span class="nobr">和</span>
或者		<span class="tone4">huò</span> <span class="tone3">zhě</span>	<ol><li>or</li><li>possibly; maybe; perhaps</li></ol>			
机会	機會	<span class="tone1">jī</span> <span class="tone4">huì</span>	<ol><li>opportunity</li><li>chance</li><li>occasion</li></ol>	个|個(<span class="tone4">gè</span>)		
鸡	雞	<span class="tone1">jī</span>	<ol><li>fowl</li><li>chicken</li><li>(slang) prostitute</li></ol>	只|隻(<span class="tone1">zhī</span>)		<span class="nobr">几</span>
级	級	<span class="tone2">jí</span>	<ol><li>level</li><li>grade</li><li>rank</li><li>step (of stairs)</li><li>classifier: step, level</li></ol>	个|個(<span class="tone4">gè</span>)		
急		<span class="tone2">jí</span>	<ol><li>urgent</li><li>pressing</li><li>rapid</li><li>hurried</li><li>worried</li><li>to make (sb) anxious</li></ol>			<span class="nobr">级</span>
计划	計劃	<span class="tone4">jì</span> <span class="tone4">huà</span>	<ol><li>plan</li><li>project</li><li>program</li><li>to plan</li><li>to map out</li></ol>	个|個(<span class="tone4">gè</span>), 项|項(<span class="tone4">xiàng</span>)		
计算机	計算機	<span class="tone4">jì</span> <span class="tone4">suàn</span> <span class="tone1">jī</span>	<ol><li>computer</li><li>(Tw) calculator</li></ol>	台|臺(<span class="tone2">tái</span>)		
加		<span class="tone1">jiā</span>	<ol><li>to add</li><li>plus</li><li>(used after an adverb such as 不, 大, 稍 etc, and before a disyllabic verb, to indicate that the action of the verb is applied to sth or sb previously mentioned)</li><li>to apply (restrictions etc) to (sb)</li><li>to give (support, consideration etc) to (sth)</li></ol>			<span class="nobr">家</span>
加		<span class="tone1">Jiā</span>	<ol><li>Canada (abbr. for 加拿大)</li><li>surname Jia</li></ol>			
加油		<span class="tone1">jiā</span> <span class="tone2">yóu</span>	<ol><li>to add oil; to top up with gas; to refuel</li><li>to accelerate; to step on the gas</li><li>(fig.) to make an extra effort; to cheer sb on</li></ol>			
家庭		<span class="tone1">jiā</span> <span class="tone2">tíng</span>	<ol><li>family</li><li>household</li></ol>	户|戶(<span class="tone4">hù</span>), 个|個(<span class="tone4">gè</span>)		
家长	家長	<span class="tone1">jiā</span> <span class="tone3">zhǎng</span>	<ol><li>head of a household</li><li>family head</li><li>patriarch</li><li>parent or guardian of a child</li></ol>			
假		<span class="tone3">jiǎ</span>	<ol><li>fake</li><li>false</li><li>artificial</li><li>to borrow</li><li>if</li><li>suppose</li></ol>			
假	叚	<span class="tone3">jiǎ</span>	<ol><li>to borrow</li></ol>			
假		<span class="tone1">gēi</span>	<ol><li>used in 假掰</li></ol>			
假		<span class="tone4">jià</span>	<ol><li>vacation</li></ol>			
假期		<span class="tone4">jià</span> <span class="tone1">qī</span>	<ol><li>vacation</li></ol>			
检查	檢查	<span class="tone3">jiǎn</span> <span class="tone2">chá</span>	<ol><li>inspection</li><li>to examine</li><li>to inspect</li></ol>	次(<span class="tone4">cì</span>)		
见到	見到	<span class="tone4">jiàn</span> <span class="tone4">dào</span>	<ol><li>to see</li></ol>			
件		<span class="tone4">jiàn</span>	<ol><li>item</li><li>component</li><li>classifier for events, things, clothes etc</li></ol>			<span class="nobr">见</span> <span class="nobr">间</span>
健康		<span class="tone4">jiàn</span> <span class="tone1">kāng</span>	<ol><li>health</li><li>healthy</li></ol>			
讲	講	<span class="tone3">jiǎng</span>	<ol><li>to speak</li><li>to explain</li><li>to negotiate</li><li>to emphasize</li><li>to be particular about</li><li>as far as sth is concerned</li><li>speech</li><li>lecture</li></ol>			
讲话	講話	<span class="tone3">jiǎng</span> <span class="tone4">huà</span>	<ol><li>a speech</li><li>to speak</li><li>to talk</li><li>to address</li></ol>	个|個(<span class="tone4">gè</span>)		
交		<span class="tone1">jiāo</span>	<ol><li>to hand over; to deliver; to pay (money); to turn over</li><li>to make friends</li><li>(of lines) to intersect</li></ol>			<span class="nobr">教</span>
交给	交給	<span class="tone1">jiāo</span> <span class="tone3">gěi</span>	<ol><li>to give; to deliver; to hand over</li></ol>			
交朋友		<span class="tone1">jiāo</span> <span class="tone2">péng</span> <span class="tone5">you</span>	<ol><li>to make friends</li><li>(dialect) to start an affair with sb</li></ol>			
交通		<span class="tone1">jiāo</span> <span class="tone1">tōng</span>	<ol><li>to be connected</li><li>traffic</li><li>transportation</li><li>communications</li><li>liaison</li></ol>			
角		<span class="tone3">jiǎo</span>	<ol><li>angle</li><li>corner</li><li>horn</li><li>horn-shaped</li><li>unit of money equal to 0.1 yuan, or 10 cents (a dime)</li></ol>	个|個(<span class="tone4">gè</span>)		
角		<span class="tone2">Jué</span>	<ol><li>surname Jue</li></ol>			
角		<span class="tone2">jué</span>	<ol><li>role (theater)</li><li>to compete</li><li>ancient three legged wine vessel</li><li>third note of pentatonic scale</li></ol>			
角度		<span class="tone3">jiǎo</span> <span class="tone4">dù</span>	<ol><li>angle</li><li>point of view</li></ol>			
饺子	餃子	<span class="tone3">jiǎo</span> <span class="tone5">zi</span>	<ol><li>dumpling</li><li>pot-sticker</li></ol>	个|個(<span class="tone4">gè</span>), 只|隻(<span class="tone1">zhī</span>)		
脚	腳	<span class="tone3">jiǎo</span>	<ol><li>foot</li><li>leg (of an animal or an object)</li><li>base (of an object)</li><li>classifier for kicks</li></ol>	双|雙(<span class="tone1">shuāng</span>), 只|隻(<span class="tone1">zhī</span>)		<span class="nobr">角</span>
脚	腳	<span class="tone2">jué</span>	<ol><li>role (variant of 角)</li></ol>			<span class="nobr">角</span>
叫作		<span class="tone4">jiào</span> <span class="tone4">zuò</span>	<ol><li>to call</li><li>to be called</li></ol>			
教师	教師	<span class="tone4">jiào</span> <span class="tone1">shī</span>	<ol><li>teacher</li></ol>	个|個(<span class="tone4">gè</span>)		
教室		<span class="tone4">jiào</span> <span class="tone4">shì</span>	<ol><li>classroom</li></ol>	间|間(<span class="tone1">jiān</span>)		
教学	教學	<span class="tone4">jiào</span> <span class="tone2">xué</span>	<ol><li>teaching; instruction</li></ol>	次(<span class="tone4">cì</span>)		
教学	教學	<span class="tone1">jiāo</span> <span class="tone2">xué</span>	<ol><li>to teach (as a professor)</li></ol>			
教育		<span class="tone4">jiào</span> <span class="tone4">yù</span>	<ol><li>to educate</li><li>to teach</li><li>education</li></ol>			
接		<span class="tone1">jiē</span>	<ol><li>to receive</li><li>to answer (the phone)</li><li>to meet or welcome sb</li><li>to connect</li><li>to catch</li><li>to join</li><li>to extend</li><li>to take one's turn on duty</li><li>to take over for sb</li></ol>			
接到		<span class="tone1">jiē</span> <span class="tone4">dào</span>	<ol><li>to receive (letter etc)</li></ol>			
接受		<span class="tone1">jiē</span> <span class="tone4">shòu</span>	<ol><li>to accept (a suggestion, punishment, bribe etc); to acquiesce</li></ol>			
接下来	接下來	<span class="tone1">jiē</span> <span class="tone4">xià</span> <span class="tone2">lái</span>	<ol><li>to accept</li><li>to take</li><li>next</li><li>following</li></ol>			
接着	接著	<span class="tone1">jiē</span> <span class="tone5">zhe</span>	<ol><li>to catch and hold on</li><li>to continue</li><li>to go on to do sth</li><li>to follow</li><li>to carry on</li><li>then</li><li>after that</li><li>subsequently</li><li>to proceed</li><li>to ensue</li><li>in turn</li><li>in one's turn</li></ol>			
街		<span class="tone1">jiē</span>	<ol><li>street</li></ol>	条|條(<span class="tone2">tiáo</span>)		<span class="nobr">接</span>
节	節	<span class="tone2">jié</span>	<ol><li>joint; node</li><li>(bound form) section; segment</li><li>solar term (one of the 24 divisions of the year in the traditional Chinese calendar)</li><li>seasonal festival</li><li>(bound form) to economize; to save</li><li>(bound form) moral integrity; chastity</li><li>classifier for segments: lessons, train wagons, biblical verses etc</li><li>knot (nautical miles per hour)</li></ol>			
节	節	<span class="tone1">jiē</span>	<ol><li>see 節骨眼｜节骨眼</li></ol>			<span class="nobr">接</span> <span class="nobr">街</span>
节目	節目	<span class="tone2">jié</span> <span class="tone4">mù</span>	<ol><li>program</li><li>item (on a program)</li></ol>	台|臺(<span class="tone2">tái</span>), 个|個(<span class="tone4">gè</span>), 套(<span class="tone4">tào</span>)		
节日	節日	<span class="tone2">jié</span> <span class="tone4">rì</span>	<ol><li>holiday</li><li>festival</li></ol>	个|個(<span class="tone4">gè</span>)		
结果	結果	<span class="tone2">jié</span> <span class="tone3">guǒ</span>	<ol><li>outcome</li><li>result</li><li>conclusion</li><li>in the end</li><li>as a result</li><li>to kill</li><li>to dispatch</li></ol>			
结果	結果	<span class="tone1">jiē</span> <span class="tone3">guǒ</span>	<ol><li>to bear fruit</li></ol>	个|個(<span class="tone4">gè</span>)		
借		<span class="tone4">jiè</span>	<ol><li>to borrow</li><li>(used in combination with 給｜给 or 出 etc) to lend</li><li>to make use of; to avail oneself of</li><li>(sometimes followed by 著｜着) by; with</li></ol>			
斤		<span class="tone1">jīn</span>	<ol><li>catty</li><li>(PRC) weight equal to 500 g</li><li>(Tw) weight equal to 600 g</li><li>(HK, Malaysia, Singapore) slightly over 604 g</li></ol>			
今后	今後	<span class="tone1">jīn</span> <span class="tone4">hòu</span>	<ol><li>hereafter</li><li>henceforth</li><li>in the future</li><li>from now on</li></ol>			
进入	進入	<span class="tone4">jìn</span> <span class="tone4">rù</span>	<ol><li>to enter</li><li>to join</li><li>to go into</li></ol>			
进行	進行	<span class="tone4">jìn</span> <span class="tone2">xíng</span>	<ol><li>to advance</li><li>to conduct</li><li>underway</li><li>in progress</li><li>to do</li><li>to carry out</li><li>to carry on</li><li>to execute</li></ol>			
近		<span class="tone4">jìn</span>	<ol><li>near</li><li>close to</li><li>approximately</li></ol>			<span class="nobr">进</span>
经常	經常	<span class="tone1">jīng</span> <span class="tone2">cháng</span>	<ol><li>frequently; constantly; regularly; often</li><li>day-to-day; everyday; daily</li></ol>			
经过	經過	<span class="tone1">jīng</span> <span class="tone4">guò</span>	<ol><li>to pass</li><li>to go through</li><li>process</li><li>course</li></ol>	个|個(<span class="tone4">gè</span>)		
经理	經理	<span class="tone1">jīng</span> <span class="tone3">lǐ</span>	<ol><li>manager</li><li>director</li></ol>	个|個(<span class="tone4">gè</span>), 位(<span class="tone4">wèi</span>), 名(<span class="tone2">míng</span>)		
酒		<span class="tone3">jiǔ</span>	<ol><li>wine (esp. rice wine)</li><li>liquor</li><li>spirits</li><li>alcoholic beverage</li></ol>	杯(<span class="tone1">bēi</span>), 瓶(<span class="tone2">píng</span>), 罐(<span class="tone4">guàn</span>), 桶(<span class="tone3">tǒng</span>), 缸(<span class="tone1">gāng</span>)		<span class="nobr">九</span>
酒店		<span class="tone3">jiǔ</span> <span class="tone4">diàn</span>	<ol><li>wine shop</li><li>pub (public house)</li><li>hotel</li><li>restaurant</li><li>(Tw) hostess club</li></ol>			
就要		<span class="tone4">jiù</span> <span class="tone4">yào</span>	<ol><li>will</li><li>shall</li><li>to be going to</li></ol>			
举	舉	<span class="tone3">jǔ</span>	<ol><li>to lift</li><li>to hold up</li><li>to cite</li><li>to enumerate</li><li>to act</li><li>to raise</li><li>to choose</li><li>to elect</li><li>act</li><li>move</li><li>deed</li></ol>			
举手	舉手	<span class="tone3">jǔ</span> <span class="tone3">shǒu</span>	<ol><li>to raise a hand</li><li>to put up one's hand (as signal)</li></ol>			
举行	舉行	<span class="tone3">jǔ</span> <span class="tone2">xíng</span>	<ol><li>to hold (a meeting, ceremony etc)</li></ol>			
句		<span class="tone4">jù</span>	<ol><li>sentence</li><li>clause</li><li>phrase</li><li>classifier for phrases or lines of verse</li></ol>			
句子		<span class="tone4">jù</span> <span class="tone5">zi</span>	<ol><li>sentence</li></ol>	个|個(<span class="tone4">gè</span>)		
卡		<span class="tone3">kǎ</span>	<ol><li>to stop</li><li>to block</li><li>(computing) (coll.) slow</li><li>(loanword) card</li><li>truck (from "car")</li><li>calorie (abbr. for 卡路里)</li><li>cassette</li></ol>	张|張(<span class="tone1">zhāng</span>), 片(<span class="tone4">piàn</span>)		
卡		<span class="tone3">qiǎ</span>	<ol><li>to block</li><li>to be stuck</li><li>to be wedged</li><li>customs station</li><li>a clip</li><li>a fastener</li><li>a checkpost</li></ol>		<span class="tone3">kǎ</span>	
开机	開機	<span class="tone1">kāi</span> <span class="tone1">jī</span>	<ol><li>to start an engine</li><li>to boot up (a computer)</li><li>to press Ctrl-Alt-Delete</li><li>to begin shooting a film or TV show</li></ol>			
开心	開心	<span class="tone1">kāi</span> <span class="tone1">xīn</span>	<ol><li>to feel happy</li><li>to rejoice</li><li>to have a great time</li><li>to make fun of sb</li></ol>			
开学	開學	<span class="tone1">kāi</span> <span class="tone2">xué</span>	<ol><li>(of a student) to start school</li><li>(of a semester) to begin</li><li>(old) to found a school</li><li>the start of a new term</li></ol>			
看法		<span class="tone4">kàn</span> <span class="tone3">fǎ</span>	<ol><li>way of looking at a thing</li><li>view</li><li>opinion</li></ol>	个|個(<span class="tone4">gè</span>)		
考生		<span class="tone3">kǎo</span> <span class="tone1">shēng</span>	<ol><li>exam candidate</li><li>student whose name has been put forward for an exam</li></ol>			
靠		<span class="tone4">kào</span>	<ol><li>to lean against or on</li><li>to stand by the side of</li><li>to come near to</li><li>to depend on</li><li>to trust</li><li>to fuck (vulgar)</li><li>traditional military costume drama where the performers wear armor (old)</li></ol>			
科		<span class="tone1">kē</span>	<ol><li>branch of study</li><li>administrative section</li><li>division</li><li>field</li><li>branch</li><li>stage directions</li><li>family (taxonomy)</li><li>rules</li><li>laws</li><li>to mete out (punishment)</li><li>to levy (taxes etc)</li><li>to fine sb</li></ol>	个|個(<span class="tone4">gè</span>)		
科学	科學	<span class="tone1">kē</span> <span class="tone2">xué</span>	<ol><li>science</li><li>scientific knowledge</li><li>scientific</li><li>rational</li></ol>	门|門(<span class="tone2">mén</span>), 个|個(<span class="tone4">gè</span>), 种|種(<span class="tone3">zhǒng</span>)		
